state_id,prompt_id,alpha_helpfulness,alpha_harmlessness,normalized_generation_position,generated_token_count,prompt_token_count,base_entropy,base_top1_probability,base_top1_top2_margin,base_topk_mass,parm_entropy,parm_top1_probability,parm_top1_top2_margin,parm_topk_mass,top1_disagreement,topk_overlap,js_divergence,symmetric_kl,logprob_correlation,candidate_rank_disagreement
f60_a4_p00_s00,pku_round0_00058,0.0,1.0,0.0,0.0,8.0,3.3633134365081787,0.474105566740036,0.41792237758636475,0.6706339120864868,5.437716484069824,0.045111287385225296,0.0,0.3256632685661316,1.0,0.5,0.25593146681785583,2.4318084716796875,0.9571130871772766,0.380952388048172
f60_a4_p00_s01,pku_round0_00058,0.0,1.0,0.25396825396825395,16.0,8.0,0.7323528528213501,0.8578881621360779,0.8271240592002869,0.9917641878128052,1.445536732673645,0.6456711888313293,0.5466543436050415,0.9776039719581604,0.0,1.0,0.03490574657917023,0.1476508229970932,0.9292245507240295,0.13333334028720856
f60_a4_p00_s02,pku_round0_00058,0.0,1.0,0.5079365079365079,32.0,8.0,0.898838460445404,0.7064285278320312,0.47347313165664673,0.9876096248626709,1.4057481288909912,0.5534859299659729,0.35613441467285156,0.9777134656906128,0.0,0.9,0.057801321148872375,0.2653033137321472,0.7534499168395996,0.1090909093618393
f60_a4_p00_s03,pku_round0_00058,0.0,1.0,0.746031746031746,47.0,8.0,0.2940061688423157,0.9571650624275208,0.9420523047447205,0.9931567907333374,0.17700819671154022,0.9778938293457031,0.974554717540741,0.9949862957000732,0.0,0.9,0.004688027314841747,0.022859908640384674,0.7669022083282471,0.20000000298023224
f60_a4_p00_s04,pku_round0_00058,0.0,1.0,1.0,63.0,8.0,1.6989725828170776,0.6370044946670532,0.5075891613960266,0.9158176779747009,2.7832043170928955,0.3806382715702057,0.2292308360338211,0.7966282963752747,0.0,0.7,0.05391741171479225,0.257408082485199,0.9603302478790283,0.1666666716337204
f60_a0_p01_s00,pku_round0_00094,1.0,0.0,0.0,0.0,26.0,2.5239205360412598,0.5729750990867615,0.49898234009742737,0.7936320900917053,4.101119041442871,0.24704205989837646,0.16869714856147766,0.5692123770713806,1.0,0.6,0.3357471823692322,3.9516119956970215,0.9176267385482788,0.38461539149284363
f60_a0_p01_s01,pku_round0_00094,1.0,0.0,0.25396825396825395,16.0,26.0,1.1239138841629028,0.7187462449073792,0.5976896286010742,0.9963617920875549,1.0055806636810303,0.7529782652854919,0.6616316437721252,0.9992731213569641,0.0,1.0,0.006633829325437546,0.03441396355628967,0.9230321049690247,0.19999998807907104
f60_a0_p01_s02,pku_round0_00094,1.0,0.0,0.5079365079365079,32.0,26.0,3.192570924758911,0.39869335293769836,0.30250412225723267,0.7128522396087646,3.6847333908081055,0.3337586224079132,0.24462777376174927,0.6200466156005859,0.0,0.8,0.018614739179611206,0.08382588624954224,0.9808200001716614,0.1515151411294937
f60_a0_p01_s03,pku_round0_00094,1.0,0.0,0.746031746031746,47.0,26.0,0.024494709447026253,0.9975212216377258,0.9968504905700684,0.9995648860931396,0.02457605116069317,0.9972575306892395,0.9962742328643799,0.9997960329055786,0.0,0.7,0.00017653056420385838,0.0017424155957996845,0.9658607840538025,0.1666666716337204
f60_a0_p01_s04,pku_round0_00094,1.0,0.0,1.0,63.0,26.0,1.2591426372528076,0.848649799823761,0.8370082378387451,0.896431565284729,1.7690694332122803,0.7764290571212769,0.7583112716674805,0.8507972359657288,0.0,0.8,0.013280706480145454,0.06827068328857422,0.9738391637802124,0.22727273404598236
f60_a1_p01_s00,pku_round0_00094,0.75,0.25,0.0,0.0,26.0,2.5239205360412598,0.5729750990867615,0.49898234009742737,0.7936320900917053,4.15178108215332,0.24820229411125183,0.17250487208366394,0.5570644736289978,1.0,0.5,0.33275818824768066,3.94085955619812,0.923742949962616,0.380952388048172
f60_a1_p01_s01,pku_round0_00094,0.75,0.25,0.25396825396825395,16.0,26.0,1.1239138841629028,0.7187462449073792,0.5976896286010742,0.9963617920875549,1.0722696781158447,0.7287344336509705,0.6269803047180176,0.9991943836212158,0.0,1.0,0.006221875548362732,0.03289897367358208,0.9245654940605164,0.19999998807907104
f60_a1_p01_s02,pku_round0_00094,0.75,0.25,0.5079365079365079,32.0,26.0,3.192570924758911,0.39869335293769836,0.30250412225723267,0.7128522396087646,3.694364309310913,0.3210914433002472,0.22617697715759277,0.6241876482963562,0.0,0.9,0.01582634076476097,0.07174398005008698,0.98177170753479,0.1090909093618393
f60_a1_p01_s03,pku_round0_00094,0.75,0.25,0.746031746031746,47.0,26.0,0.024494709447026253,0.9975212216377258,0.9968504905700684,0.9995648860931396,0.02580145373940468,0.9971181154251099,0.9961037635803223,0.9997704029083252,0.0,0.7,0.00018347849254496396,0.0017632253002375364,0.9659014940261841,0.1666666716337204
f60_a1_p01_s04,pku_round0_00094,0.75,0.25,1.0,63.0,26.0,1.2591426372528076,0.848649799823761,0.8370082378387451,0.896431565284729,1.9430139064788818,0.7512065172195435,0.7316513061523438,0.8337705135345459,0.0,0.8,0.016354968771338463,0.08116637170314789,0.9743507504463196,0.21212120354175568
f60_a2_p01_s00,pku_round0_00094,0.5,0.5,0.0,0.0,26.0,2.5239205360412598,0.5729750990867615,0.49898234009742737,0.7936320900917053,4.206939220428467,0.2487921118736267,0.17695292830467224,0.5439943075180054,1.0,0.5,0.3300172984600067,3.9119443893432617,0.9293025135993958,0.380952388048172
f60_a2_p01_s01,pku_round0_00094,0.5,0.5,0.25396825396825395,16.0,26.0,1.1239138841629028,0.7187462449073792,0.5976896286010742,0.9963617920875549,1.1381651163101196,0.7041089534759521,0.5927027463912964,0.9990987777709961,0.0,1.0,0.006634864024817944,0.034804075956344604,0.925513505935669,0.2222222238779068
f60_a2_p01_s02,pku_round0_00094,0.5,0.5,0.5079365079365079,32.0,26.0,3.192570924758911,0.39869335293769836,0.30250412225723267,0.7128522396087646,3.7007524967193604,0.30549970269203186,0.20475658774375916,0.6297462582588196,0.0,0.9,0.014617213048040867,0.06624099612236023,0.9819695949554443,0.0727272778749466
f60_a2_p01_s03,pku_round0_00094,0.5,0.5,0.746031746031746,47.0,26.0,0.024494709447026253,0.9975212216377258,0.9968504905700684,0.9995648860931396,0.02830665186047554,0.9968208074569702,0.995707094669342,0.9997262954711914,0.0,0.7,0.00020552412024699152,0.0018371616024523973,0.9657232165336609,0.1794871836900711
f60_a2_p01_s04,pku_round0_00094,0.5,0.5,1.0,63.0,26.0,1.2591426372528076,0.848649799823761,0.8370082378387451,0.896431565284729,2.1180622577667236,0.725594699382782,0.7046869993209839,0.8159382343292236,0.0,0.8,0.02040964923799038,0.09836853295564651,0.9743555784225464,0.19696970283985138
f60_a3_p01_s00,pku_round0_00094,0.25,0.75,0.0,0.0,26.0,2.5239205360412598,0.5729750990867615,0.49898234009742737,0.7936320900917053,4.276299476623535,0.24608004093170166,0.1793290376663208,0.5291538238525391,1.0,0.6,0.32784131169319153,3.9011106491088867,0.9335681200027466,0.38461539149284363
f60_a3_p01_s01,pku_round0_00094,0.25,0.75,0.25396825396825395,16.0,26.0,2.7152581214904785,0.25767213106155396,0.04900287091732025,0.8590750098228455,3.117192268371582,0.19640229642391205,0.021718472242355347,0.802744448184967,1.0,0.9,0.023624645546078682,0.0987640768289566,0.9802154302597046,0.12727272510528564
f60_a3_p01_s02,pku_round0_00094,0.25,0.75,0.5079365079365079,32.0,26.0,4.3178510665893555,0.2276385873556137,0.07717867195606232,0.5329147577285767,4.267807483673096,0.2670709788799286,0.21281222999095917,0.5429930686950684,1.0,0.9,0.07623215019702911,0.33663052320480347,0.9575136303901672,0.20000000298023224
f60_a3_p01_s03,pku_round0_00094,0.25,0.75,0.746031746031746,47.0,26.0,2.0042781829833984,0.48734527826309204,0.27443990111351013,0.9113202095031738,2.582066059112549,0.4000248312950134,0.23965796828269958,0.8304040431976318,0.0,0.8,0.020517965778708458,0.08655783534049988,0.9700495004653931,0.13636364042758942
f60_a3_p01_s04,pku_round0_00094,0.25,0.75,1.0,63.0,26.0,8.401050763495732e-06,0.9999994039535522,0.9999991059303284,0.9999998807907104,0.00019424282072577626,0.9999858140945435,0.999975860118866,0.9999988675117493,0.0,0.7,4.078858637512894e-06,2.5200577510986477e-05,0.7747470140457153,0.21794871985912323
f60_a4_p01_s00,pku_round0_00094,0.0,1.0,0.0,0.0,26.0,2.5239205360412598,0.5729750990867615,0.49898234009742737,0.7936320900917053,4.357218265533447,0.24098674952983856,0.18005576729774475,0.5140847563743591,1.0,0.6,0.326250821352005,3.8968944549560547,0.9369555711746216,0.38461539149284363
f60_a4_p01_s01,pku_round0_00094,0.0,1.0,0.25396825396825395,16.0,26.0,2.7152581214904785,0.25767213106155396,0.04900287091732025,0.8590750098228455,3.0545830726623535,0.21179361641407013,0.045554906129837036,0.8120011687278748,1.0,0.9,0.02667473815381527,0.1112365648150444,0.978875458240509,0.1454545557498932
f60_a4_p01_s02,pku_round0_00094,0.0,1.0,0.5079365079365079,32.0,26.0,4.3178510665893555,0.2276385873556137,0.07717867195606232,0.5329147577285767,4.229738712310791,0.2414717674255371,0.1722889542579651,0.5590128898620605,1.0,0.8,0.07688005268573761,0.3393235206604004,0.9533035159111023,0.21212120354175568
f60_a4_p01_s03,pku_round0_00094,0.0,1.0,0.746031746031746,47.0,26.0,2.0042781829833984,0.48734527826309204,0.27443990111351013,0.9113202095031738,2.6189541816711426,0.35513168573379517,0.17932875454425812,0.8345912098884583,0.0,0.8,0.027648596093058586,0.11605179309844971,0.9692404270172119,0.13636364042758942
f60_a4_p01_s04,pku_round0_00094,0.0,1.0,1.0,63.0,26.0,5.516943019756582e-06,0.9999997615814209,0.9999995827674866,1.0,0.00017365883104503155,0.9999877214431763,0.9999804496765137,0.9999987483024597,0.0,0.8,3.649807922556647e-06,2.378407953074202e-05,0.7730593085289001,0.1818181872367859
f60_a0_p02_s00,pku_round0_00115,1.0,0.0,0.0,0.0,18.0,2.7121269702911377,0.5084871053695679,0.41588470339775085,0.7812877893447876,4.468897819519043,0.20664596557617188,0.14212796092033386,0.5052512884140015,1.0,0.8,0.26247578859329224,2.0816738605499268,0.9415680170059204,0.3636363744735718
f60_a0_p02_s01,pku_round0_00115,1.0,0.0,0.25396825396825395,16.0,18.0,1.8633947372436523,0.5086798667907715,0.3301164507865906,0.9204363226890564,2.021418809890747,0.4401502013206482,0.23863478004932404,0.9215009808540344,0.0,0.9,0.012377956882119179,0.054066192358732224,0.9446709156036377,0.1454545557498932
f60_a0_p02_s02,pku_round0_00115,1.0,0.0,0.5079365079365079,32.0,18.0,0.5951691269874573,0.926433801651001,0.9140195846557617,0.9621015787124634,0.8530341386795044,0.8875902891159058,0.8749294877052307,0.9459457993507385,0.0,0.8,0.005239015445113182,0.023191586136817932,0.9809339642524719,0.1515151411294937
f60_a0_p02_s03,pku_round0_00115,1.0,0.0,0.746031746031746,47.0,18.0,1.6675453186035156,0.5570427775382996,0.34561318159103394,0.9530621767044067,1.6297893524169922,0.6129456758499146,0.47183758020401,0.9481821060180664,0.0,0.9,0.009949061088263988,0.04078518599271774,0.9746378660202026,0.0727272778749466
f60_a0_p02_s04,pku_round0_00115,1.0,0.0,1.0,63.0,18.0,0.9640665650367737,0.7993146181106567,0.7110244035720825,0.9720497727394104,1.2351934909820557,0.7232382297515869,0.6206612586975098,0.9693928956985474,0.0,0.9,0.007375376299023628,0.03143255412578583,0.9686447978019714,0.09090909361839294
f60_a1_p02_s00,pku_round0_00115,0.75,0.25,0.0,0.0,18.0,2.7121269702911377,0.5084871053695679,0.41588470339775085,0.7812877893447876,4.519738674163818,0.19942130148410797,0.1291438341140747,0.5039835572242737,1.0,0.7,0.28784653544425964,2.56899356842041,0.9380283355712891,0.3589743673801422
f60_a1_p02_s01,pku_round0_00115,0.75,0.25,0.25396825396825395,16.0,18.0,1.8633947372436523,0.5086798667907715,0.3301164507865906,0.9204363226890564,2.0861289501190186,0.41024380922317505,0.19406050443649292,0.9182204604148865,0.0,0.9,0.017479155212640762,0.07586690038442612,0.9443234801292419,0.1454545557498932
f60_a1_p02_s02,pku_round0_00115,0.75,0.25,0.5079365079365079,32.0,18.0,0.6826536655426025,0.8770954012870789,0.840323269367218,0.9836093783378601,0.6991908550262451,0.8704118132591248,0.8263941407203674,0.9843950867652893,0.0,0.9,0.0016814719419926405,0.011139554902911186,0.9697280526161194,0.0363636389374733
f60_a1_p02_s03,pku_round0_00115,0.75,0.25,0.746031746031746,47.0,18.0,0.6087102890014648,0.9232063293457031,0.915156364440918,0.9582349061965942,0.6852183938026428,0.9114176630973816,0.9028916358947754,0.9546780586242676,0.0,0.8,0.0037497379817068577,0.02248397469520569,0.9698734879493713,0.21212120354175568
f60_a1_p02_s04,pku_round0_00115,0.75,0.25,1.0,63.0,18.0,0.07248643785715103,0.9921979308128357,0.9909220337867737,0.9978223443031311,0.05551930144429207,0.9941249489784241,0.9929239749908447,0.99854576587677,0.0,0.7,0.0013871793635189533,0.022600090131163597,0.9522020816802979,0.38461539149284363
f60_a2_p02_s00,pku_round0_00115,0.5,0.5,0.0,0.0,18.0,2.7121269702911377,0.5084871053695679,0.41588470339775085,0.7812877893447876,4.558578014373779,0.19103935360908508,0.11564050614833832,0.5003045797348022,1.0,0.6,0.29844969511032104,3.045757293701172,0.9336739182472229,0.35164836049079895
f60_a2_p02_s01,pku_round0_00115,0.5,0.5,0.25396825396825395,16.0,18.0,2.846048355102539,0.2956242561340332,0.12453007698059082,0.8410876393318176,3.421539783477783,0.185260608792305,0.0028721988201141357,0.7675902247428894,0.0,0.8,0.0190809965133667,0.07977151870727539,0.9799097180366516,0.09090909361839294
f60_a2_p02_s02,pku_round0_00115,0.5,0.5,0.5079365079365079,32.0,18.0,3.8221631050109863,0.16332301497459412,0.05869438499212265,0.6838834285736084,4.179512023925781,0.16508319973945618,0.0657343864440918,0.6050348877906799,0.0,0.8,0.02109435200691223,0.08707107603549957,0.98488450050354,0.13636364042758942
f60_a2_p02_s03,pku_round0_00115,0.5,0.5,0.746031746031746,47.0,18.0,3.1087260246276855,0.2222837656736374,0.07988344132900238,0.7803511619567871,3.1907715797424316,0.20835188031196594,0.0868212878704071,0.757938802242279,0.0,1.0,0.011780960485339165,0.05006689578294754,0.980770468711853,0.13333334028720856
f60_a2_p02_s04,pku_round0_00115,0.5,0.5,1.0,63.0,18.0,1.4601737260818481,0.7258432507514954,0.634993314743042,0.9181793332099915,1.3365815877914429,0.7363848090171814,0.6456443667411804,0.9377154111862183,0.0,0.9,0.010017279535531998,0.08358034491539001,0.9499025344848633,0.16363635659217834
f60_a3_p02_s00,pku_round0_00115,0.25,0.75,0.0,0.0,18.0,2.7121269702911377,0.5084871053695679,0.41588470339775085,0.7812877893447876,4.601808547973633,0.18105052411556244,0.10039539635181427,0.4952056109905243,1.0,0.6,0.30449122190475464,3.487764835357666,0.9282885789871216,0.35164836049079895
f60_a3_p02_s01,pku_round0_00115,0.25,0.75,0.25396825396825395,16.0,18.0,2.846048355102539,0.2956242561340332,0.12453007698059082,0.8410876393318176,3.4505765438079834,0.2022836059331894,0.0384693443775177,0.7575945854187012,0.0,0.8,0.019137904047966003,0.0802420973777771,0.980048656463623,0.09090909361839294
f60_a3_p02_s02,pku_round0_00115,0.25,0.75,0.5079365079365079,32.0,18.0,3.8221631050109863,0.16332301497459412,0.05869438499212265,0.6838834285736084,4.071736812591553,0.2010747790336609,0.11254274100065231,0.6231903433799744,0.0,0.8,0.027306105941534042,0.11314889788627625,0.983812689781189,0.1515151411294937
f60_a3_p02_s03,pku_round0_00115,0.25,0.75,0.746031746031746,47.0,18.0,3.1087260246276855,0.2222837656736374,0.07988344132900238,0.7803511619567871,3.217198610305786,0.20336869359016418,0.08287674188613892,0.7535913586616516,0.0,1.0,0.012919019907712936,0.054834119975566864,0.9801092147827148,0.13333334028720856
f60_a3_p02_s04,pku_round0_00115,0.25,0.75,1.0,63.0,18.0,3.3278396129608154,0.30163803696632385,0.22655437886714935,0.7036707401275635,3.1288914680480957,0.3318136930465698,0.23218518495559692,0.7428014874458313,0.0,0.9,0.016696594655513763,0.07346829026937485,0.9818539619445801,0.1454545557498932
f60_a4_p02_s00,pku_round0_00115,0.0,1.0,0.0,0.0,18.0,2.7121269702911377,0.5084871053695679,0.41588470339775085,0.7812877893447876,4.6312575340271,0.1728489249944687,0.08728251606225967,0.4928474724292755,1.0,0.6,0.3099137544631958,3.876680612564087,0.921922504901886,0.37362638115882874
f60_a4_p02_s01,pku_round0_00115,0.0,1.0,0.25396825396825395,16.0,18.0,0.7632322311401367,0.7696252465248108,0.6316390037536621,0.9994476437568665,0.786575973033905,0.745782732963562,0.5793761014938354,0.9993046522140503,0.0,0.9,0.0019972496666014194,0.008111037313938141,0.961387574672699,0.0727272778749466
f60_a4_p02_s02,pku_round0_00115,0.0,1.0,0.5079365079365079,32.0,18.0,0.31513556838035583,0.9575387239456177,0.9478533864021301,0.9864515662193298,0.4900527596473694,0.9269169569015503,0.9096725583076477,0.9816954731941223,0.0,0.9,0.0056540872901678085,0.03690125048160553,0.9256812930107117,0.23636361956596375
f60_a4_p02_s03,pku_round0_00115,0.0,1.0,0.746031746031746,47.0,18.0,0.35689789056777954,0.9611160159111023,0.9590461850166321,0.9753485321998596,0.5057359337806702,0.9436691999435425,0.939751923084259,0.9632750153541565,0.0,0.6,0.0038816346786916256,0.03155950829386711,0.9620583653450012,0.3296703100204468
f60_a4_p02_s04,pku_round0_00115,0.0,1.0,1.0,63.0,18.0,0.5569259524345398,0.9296649694442749,0.912369430065155,0.9704235792160034,0.49006280303001404,0.9440101981163025,0.9325820803642273,0.9715619683265686,0.0,0.7,0.012079544365406036,0.16183598339557648,0.956730306148529,0.3333333432674408
f60_a0_p03_s00,pku_round0_00123,1.0,0.0,0.0,0.0,14.0,3.799506902694702,0.41047874093055725,0.3492277264595032,0.6041280031204224,4.889070987701416,0.13775058090686798,0.08667752891778946,0.4218396842479706,1.0,0.6,0.22037914395332336,2.558511257171631,0.9201517105102539,0.2857142686843872
f60_a0_p03_s01,pku_round0_00123,1.0,0.0,0.25396825396825395,16.0,14.0,4.084955215454102,0.09405916184186935,0.017290309071540833,0.5152095556259155,4.159151077270508,0.10104559361934662,0.026539243757724762,0.5258452296257019,0.0,0.9,0.027590099722146988,0.1161259114742279,0.9774487614631653,0.2909091114997864
f60_a0_p03_s02,pku_round0_00123,1.0,0.0,0.5079365079365079,32.0,14.0,4.345941066741943,0.144558846950531,0.09301480650901794,0.48828235268592834,4.253845691680908,0.2097582221031189,0.1256677806377411,0.5289413332939148,0.0,0.9,0.033720262348651886,0.1433374434709549,0.9643164277076721,0.16363635659217834
f60_a0_p03_s03,pku_round0_00123,1.0,0.0,0.746031746031746,47.0,14.0,1.164348840713501,0.7031973004341125,0.533543050289154,0.9747293591499329,1.3924214839935303,0.5989827513694763,0.3569718599319458,0.965387225151062,0.0,0.8,0.01269713044166565,0.05658156797289848,0.905170202255249,0.13636364042758942
f60_a0_p03_s04,pku_round0_00123,1.0,0.0,1.0,63.0,14.0,0.21914269030094147,0.9575747847557068,0.9242923855781555,0.9984659552574158,0.505236029624939,0.8901521563529968,0.8123714923858643,0.9933766722679138,0.0,0.9,0.009421147406101227,0.04134995490312576,0.9616782665252686,0.0727272778749466
f60_a1_p03_s00,pku_round0_00123,0.75,0.25,0.0,0.0,14.0,3.799506902694702,0.41047874093055725,0.3492277264595032,0.6041280031204224,4.914646625518799,0.1343221217393875,0.08213017135858536,0.41679707169532776,1.0,0.6,0.21889649331569672,2.682002067565918,0.9233353734016418,0.2967033088207245
f60_a1_p03_s01,pku_round0_00123,0.75,0.25,0.25396825396825395,16.0,14.0,4.084955215454102,0.09405916184186935,0.017290309071540833,0.5152095556259155,4.221675395965576,0.08929462730884552,0.015266776084899902,0.5084686875343323,0.0,0.8,0.022546112537384033,0.09508688747882843,0.9780197143554688,0.22727273404598236
f60_a1_p03_s02,pku_round0_00123,0.75,0.25,0.5079365079365079,32.0,14.0,4.345941066741943,0.144558846950531,0.09301480650901794,0.48828235268592834,4.330503463745117,0.19718091189861298,0.11996375769376755,0.5100702047348022,0.0,0.9,0.03119528666138649,0.13307484984397888,0.9641063213348389,0.1818181872367859
f60_a1_p03_s03,pku_round0_00123,0.75,0.25,0.746031746031746,47.0,14.0,1.164348840713501,0.7031973004341125,0.533543050289154,0.9747293591499329,1.3841729164123535,0.6348037123680115,0.43505385518074036,0.9625510573387146,0.0,0.8,0.008857016451656818,0.04156516492366791,0.9081671237945557,0.13636364042758942
f60_a1_p03_s04,pku_round0_00123,0.75,0.25,1.0,63.0,14.0,0.21914269030094147,0.9575747847557068,0.9242923855781555,0.9984659552574158,0.512967050075531,0.8875515460968018,0.8075363636016846,0.9932036399841309,0.0,0.9,0.009883884340524673,0.04324178025126457,0.9620256423950195,0.0727272778749466
f60_a2_p03_s00,pku_round0_00123,0.5,0.5,0.0,0.0,14.0,3.799506902694702,0.41047874093055725,0.3492277264595032,0.6041280031204224,4.950069427490234,0.12854114174842834,0.07347182184457779,0.4090213477611542,1.0,0.6,0.2176285684108734,2.76265287399292,0.9254961013793945,0.2967033088207245
