state_id,case_id,sample_id,alpha_helpfulness,alpha_harmlessness,position_bin,oracle_weight,oracle_tied_weights,oracle_mip,fixed_w1_mip,oracle_gain,utility_spread,all_weights_same_next_token
f60_a0_p07_s00,f60_a0_p07,pku_round0_00203,1.0,0.0,00,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.47536656277682954,0.47536656277682954,0.0,0.0,True
f60_a0_p07_s01,f60_a0_p07,pku_round0_00203,1.0,0.0,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6183641941965733,0.6183641941965733,0.0,0.0,True
f60_a0_p07_s02,f60_a0_p07,pku_round0_00203,1.0,0.0,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6386200116673509,0.6386200116673509,0.0,0.0,True
f60_a0_p07_s03,f60_a0_p07,pku_round0_00203,1.0,0.0,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.700737851911069,0.700737851911069,0.0,0.0,True
f60_a0_p07_s04,f60_a0_p07,pku_round0_00203,1.0,0.0,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.3819112849210294,0.3819112849210294,0.0,0.0,True
f60_a0_p08_s00,f60_a0_p08,pku_round0_00209,1.0,0.0,00,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.41408427500378114,0.41408427500378114,0.0,0.0,True
f60_a0_p08_s01,f60_a0_p08,pku_round0_00209,1.0,0.0,01,0.0,"[0.0, 0.25, 0.5]",0.6637372253311152,0.5794730246526804,0.08426420067843488,0.08426420067843488,False
f60_a0_p08_s02,f60_a0_p08,pku_round0_00209,1.0,0.0,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6688686990903788,0.6688686990903788,0.0,0.0,True
f60_a0_p08_s03,f60_a0_p08,pku_round0_00209,1.0,0.0,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.7616403431065403,0.7616403431065403,0.0,0.0,True
f60_a0_p08_s04,f60_a0_p08,pku_round0_00209,1.0,0.0,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.7195082427673228,0.7195082427673228,0.0,0.0,True
f60_a0_p09_s00,f60_a0_p09,pku_round0_00217,1.0,0.0,00,0.0,"[0.0, 0.25]",0.5098605319447747,0.22621156796231878,0.28364896398245587,0.28364896398245587,False
f60_a0_p09_s01,f60_a0_p09,pku_round0_00217,1.0,0.0,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5197183631138864,0.5197183631138864,0.0,0.0,True
f60_a0_p09_s02,f60_a0_p09,pku_round0_00217,1.0,0.0,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5837267463215436,0.5837267463215436,0.0,0.0,True
f60_a0_p09_s03,f60_a0_p09,pku_round0_00217,1.0,0.0,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6000664390813042,0.6000664390813042,0.0,0.0,True
f60_a0_p09_s04,f60_a0_p09,pku_round0_00217,1.0,0.0,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6646824968130848,0.6646824968130848,0.0,0.0,True
f60_a1_p00_s00,f60_a1_p00,pku_round0_00058,0.75,0.25,00,0.5,"[0.5, 0.75, 1.0]",0.6149859197138573,0.6149859197138573,0.0,0.12379845613396273,False
f60_a1_p00_s01,f60_a1_p00,pku_round0_00058,0.75,0.25,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.4748389354621051,0.4748389354621051,0.0,0.0,True
f60_a1_p00_s02,f60_a1_p00,pku_round0_00058,0.75,0.25,02,0.25,"[0.25, 0.5, 0.75, 1.0]",0.726305689968113,0.726305689968113,0.0,0.014978478590720656,False
f60_a1_p00_s03,f60_a1_p00,pku_round0_00058,0.75,0.25,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.7246114629075004,0.7246114629075004,0.0,0.0,True
f60_a1_p00_s04,f60_a1_p00,pku_round0_00058,0.75,0.25,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.7554307487486527,0.7554307487486527,0.0,0.0,True
f60_a1_p01_s00,f60_a1_p01,pku_round0_00094,0.75,0.25,00,0.25,"[0.25, 0.5, 0.75, 1.0]",0.5779488321616872,0.5779488321616872,0.0,0.24317252887043767,False
f60_a1_p01_s01,f60_a1_p01,pku_round0_00094,0.75,0.25,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5955633488714004,0.5955633488714004,0.0,0.0,True
f60_a1_p01_s02,f60_a1_p01,pku_round0_00094,0.75,0.25,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5459723052523276,0.5459723052523276,0.0,0.0,True
f60_a1_p01_s03,f60_a1_p01,pku_round0_00094,0.75,0.25,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.557044209671901,0.557044209671901,0.0,0.0,True
f60_a1_p01_s04,f60_a1_p01,pku_round0_00094,0.75,0.25,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.4442750759304589,0.4442750759304589,0.0,0.0,True
f60_a1_p02_s00,f60_a1_p02,pku_round0_00115,0.75,0.25,00,0.0,"[0.0, 0.25]",0.6067662116317051,0.5943888243794926,0.01237738725221249,0.01237738725221249,False
f60_a1_p02_s01,f60_a1_p02,pku_round0_00115,0.75,0.25,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6181553109239726,0.6181553109239726,0.0,0.0,True
f60_a1_p02_s02,f60_a1_p02,pku_round0_00115,0.75,0.25,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5758202171132316,0.5758202171132316,0.0,0.0,True
f60_a1_p02_s03,f60_a1_p02,pku_round0_00115,0.75,0.25,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5367000642831294,0.5367000642831294,0.0,0.0,True
f60_a1_p02_s04,f60_a1_p02,pku_round0_00115,0.75,0.25,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5783821156240401,0.5783821156240401,0.0,0.0,True
f60_a1_p03_s00,f60_a1_p03,pku_round0_00123,0.75,0.25,00,0.25,"[0.25, 0.5, 0.75, 1.0]",0.550980792731089,0.550980792731089,0.0,0.04737358113653167,False
f60_a1_p03_s01,f60_a1_p03,pku_round0_00123,0.75,0.25,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6100273810221079,0.6100273810221079,0.0,0.0,True
f60_a1_p03_s02,f60_a1_p03,pku_round0_00123,0.75,0.25,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.610225259121625,0.610225259121625,0.0,0.0,True
f60_a1_p03_s03,f60_a1_p03,pku_round0_00123,0.75,0.25,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6764693881874251,0.6764693881874251,0.0,0.0,True
f60_a1_p03_s04,f60_a1_p03,pku_round0_00123,0.75,0.25,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.7059234648735251,0.7059234648735251,0.0,0.0,True
f60_a1_p04_s00,f60_a1_p04,pku_round0_00126,0.75,0.25,00,0.25,"[0.25, 0.5, 0.75, 1.0]",0.6156413372307021,0.6156413372307021,0.0,0.06865471430928993,False
f60_a1_p04_s01,f60_a1_p04,pku_round0_00126,0.75,0.25,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5868772123419465,0.5868772123419465,0.0,0.0,True
f60_a1_p04_s02,f60_a1_p04,pku_round0_00126,0.75,0.25,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5203722665946435,0.5203722665946435,0.0,0.0,True
f60_a1_p04_s03,f60_a1_p04,pku_round0_00126,0.75,0.25,03,0.0,[0.0],0.598822574440742,0.5900355876073697,0.008786986833372312,0.008786986833372312,False
f60_a1_p04_s04,f60_a1_p04,pku_round0_00126,0.75,0.25,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6124621831402908,0.6124621831402908,0.0,0.0,True
f60_a1_p05_s00,f60_a1_p05,pku_round0_00146,0.75,0.25,00,0.0,[0.0],0.5549046324141407,0.4917930317048619,0.06311160070927879,0.06311160070927879,False
f60_a1_p05_s01,f60_a1_p05,pku_round0_00146,0.75,0.25,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.30834949788812144,0.30834949788812144,0.0,0.0,True
f60_a1_p05_s02,f60_a1_p05,pku_round0_00146,0.75,0.25,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.48310568275355315,0.48310568275355315,0.0,0.0,True
f60_a1_p05_s03,f60_a1_p05,pku_round0_00146,0.75,0.25,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.4905615512738314,0.4905615512738314,0.0,0.0,True
f60_a1_p05_s04,f60_a1_p05,pku_round0_00146,0.75,0.25,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.48903166798413783,0.48903166798413783,0.0,0.0,True
f60_a1_p06_s00,f60_a1_p06,pku_round0_00198,0.75,0.25,00,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6373505502036684,0.6373505502036684,0.0,0.0,True
f60_a1_p06_s01,f60_a1_p06,pku_round0_00198,0.75,0.25,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.38510467876976445,0.38510467876976445,0.0,0.0,True
f60_a1_p06_s02,f60_a1_p06,pku_round0_00198,0.75,0.25,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5687473655718279,0.5687473655718279,0.0,0.0,True
f60_a1_p06_s03,f60_a1_p06,pku_round0_00198,0.75,0.25,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5863535432515469,0.5863535432515469,0.0,0.0,True
f60_a1_p06_s04,f60_a1_p06,pku_round0_00198,0.75,0.25,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.44669488789519773,0.44669488789519773,0.0,0.0,True
f60_a1_p07_s00,f60_a1_p07,pku_round0_00203,0.75,0.25,00,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.48154180645477607,0.48154180645477607,0.0,0.0,True
f60_a1_p07_s01,f60_a1_p07,pku_round0_00203,0.75,0.25,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5939099593938874,0.5939099593938874,0.0,0.0,True
f60_a1_p07_s02,f60_a1_p07,pku_round0_00203,0.75,0.25,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6222765999231059,0.6222765999231059,0.0,0.0,True
f60_a1_p07_s03,f60_a1_p07,pku_round0_00203,0.75,0.25,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5750735283600982,0.5750735283600982,0.0,0.0,True
f60_a1_p07_s04,f60_a1_p07,pku_round0_00203,0.75,0.25,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5416163126859344,0.5416163126859344,0.0,0.0,True
f60_a1_p08_s00,f60_a1_p08,pku_round0_00209,0.75,0.25,00,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.4132028803976724,0.4132028803976724,0.0,0.0,True
f60_a1_p08_s01,f60_a1_p08,pku_round0_00209,0.75,0.25,01,1.0,[1.0],0.6456884461083313,0.6456884461083313,0.0,0.0001472352991500614,False
f60_a1_p08_s02,f60_a1_p08,pku_round0_00209,0.75,0.25,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5633886558357731,0.5633886558357731,0.0,0.0,True
f60_a1_p08_s03,f60_a1_p08,pku_round0_00209,0.75,0.25,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6393874835037002,0.6393874835037002,0.0,0.0,True
f60_a1_p08_s04,f60_a1_p08,pku_round0_00209,0.75,0.25,04,0.0,[0.0],0.55184722866918,0.5133389434892017,0.038508285179978285,0.038508285179978285,False
f60_a1_p09_s00,f60_a1_p09,pku_round0_00217,0.75,0.25,00,0.0,[0.0],0.5884317774728649,0.401993348147454,0.18643842932541088,0.18643842932541088,False
f60_a1_p09_s01,f60_a1_p09,pku_round0_00217,0.75,0.25,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.633774630551756,0.633774630551756,0.0,0.0,True
f60_a1_p09_s02,f60_a1_p09,pku_round0_00217,0.75,0.25,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6808413061800291,0.6808413061800291,0.0,0.0,True
f60_a1_p09_s03,f60_a1_p09,pku_round0_00217,0.75,0.25,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6958522702970944,0.6958522702970944,0.0,0.0,True
f60_a1_p09_s04,f60_a1_p09,pku_round0_00217,0.75,0.25,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.7400547402047332,0.7400547402047332,0.0,0.0,True
f60_a2_p00_s00,f60_a2_p00,pku_round0_00058,0.5,0.5,00,0.5,"[0.5, 0.75, 1.0]",0.6101651983405186,0.6101651983405186,0.0,0.03324504167775211,False
f60_a2_p00_s01,f60_a2_p00,pku_round0_00058,0.5,0.5,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.646733812159396,0.646733812159396,0.0,0.0,True
f60_a2_p00_s02,f60_a2_p00,pku_round0_00058,0.5,0.5,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6547047929859349,0.6547047929859349,0.0,0.0,True
f60_a2_p00_s03,f60_a2_p00,pku_round0_00058,0.5,0.5,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6956410152658906,0.6956410152658906,0.0,0.0,True
f60_a2_p00_s04,f60_a2_p00,pku_round0_00058,0.5,0.5,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5488495940987534,0.5488495940987534,0.0,0.0,True
f60_a2_p01_s00,f60_a2_p01,pku_round0_00094,0.5,0.5,00,0.0,[0.0],0.6650752948953398,0.5904686731170998,0.07460662177823996,0.07460662177823996,False
f60_a2_p01_s01,f60_a2_p01,pku_round0_00094,0.5,0.5,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5907901810952194,0.5907901810952194,0.0,0.0,True
f60_a2_p01_s02,f60_a2_p01,pku_round0_00094,0.5,0.5,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5620308192638108,0.5620308192638108,0.0,0.0,True
f60_a2_p01_s03,f60_a2_p01,pku_round0_00094,0.5,0.5,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5857613338048353,0.5857613338048353,0.0,0.0,True
f60_a2_p01_s04,f60_a2_p01,pku_round0_00094,0.5,0.5,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.4938777019332985,0.4938777019332985,0.0,0.0,True
f60_a2_p02_s00,f60_a2_p02,pku_round0_00115,0.5,0.5,00,0.0,[0.0],0.6805635813419608,0.647248479504507,0.03331510183745379,0.03331510183745379,False
f60_a2_p02_s01,f60_a2_p02,pku_round0_00115,0.5,0.5,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5727449626444286,0.5727449626444286,0.0,0.0,True
f60_a2_p02_s02,f60_a2_p02,pku_round0_00115,0.5,0.5,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.46493745414263254,0.46493745414263254,0.0,0.0,True
f60_a2_p02_s03,f60_a2_p02,pku_round0_00115,0.5,0.5,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6467360277237568,0.6467360277237568,0.0,0.0,True
f60_a2_p02_s04,f60_a2_p02,pku_round0_00115,0.5,0.5,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6102591662431194,0.6102591662431194,0.0,0.0,True
f60_a2_p03_s00,f60_a2_p03,pku_round0_00123,0.5,0.5,00,0.25,"[0.25, 0.5, 0.75, 1.0]",0.5599618231304362,0.5599618231304362,0.0,0.041980757761687526,False
f60_a2_p03_s01,f60_a2_p03,pku_round0_00123,0.5,0.5,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5943984735581624,0.5943984735581624,0.0,0.0,True
f60_a2_p03_s02,f60_a2_p03,pku_round0_00123,0.5,0.5,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5754214530724123,0.5754214530724123,0.0,0.0,True
f60_a2_p03_s03,f60_a2_p03,pku_round0_00123,0.5,0.5,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.517037071312909,0.517037071312909,0.0,0.0,True
f60_a2_p03_s04,f60_a2_p03,pku_round0_00123,0.5,0.5,04,1.0,[1.0],0.6119184180589297,0.6119184180589297,0.0,0.04202713383274248,False
f60_a2_p04_s00,f60_a2_p04,pku_round0_00126,0.5,0.5,00,0.25,"[0.25, 0.5, 0.75, 1.0]",0.6158893334938782,0.6158893334938782,0.0,0.031101425680135963,False
f60_a2_p04_s01,f60_a2_p04,pku_round0_00126,0.5,0.5,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5655181392227083,0.5655181392227083,0.0,0.0,True
f60_a2_p04_s02,f60_a2_p04,pku_round0_00126,0.5,0.5,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5295336134131274,0.5295336134131274,0.0,0.0,True
f60_a2_p04_s03,f60_a2_p04,pku_round0_00126,0.5,0.5,03,0.0,[0.0],0.5926497942156239,0.5901326448688241,0.0025171493467998074,0.0025171493467998074,False
f60_a2_p04_s04,f60_a2_p04,pku_round0_00126,0.5,0.5,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5826583074684908,0.5826583074684908,0.0,0.0,True
f60_a2_p05_s00,f60_a2_p05,pku_round0_00146,0.5,0.5,00,0.0,[0.0],0.5474186462426236,0.43244260786968536,0.11497603837293824,0.11497603837293824,False
f60_a2_p05_s01,f60_a2_p05,pku_round0_00146,0.5,0.5,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5078735774762014,0.5078735774762014,0.0,0.0,True
f60_a2_p05_s02,f60_a2_p05,pku_round0_00146,0.5,0.5,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.39661556034757667,0.39661556034757667,0.0,0.0,True
f60_a2_p05_s03,f60_a2_p05,pku_round0_00146,0.5,0.5,03,0.5,"[0.5, 0.75, 1.0]",0.5423660308240694,0.5423660308240694,0.0,0.12203062360464212,False
f60_a2_p05_s04,f60_a2_p05,pku_round0_00146,0.5,0.5,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.4036291632003544,0.4036291632003544,0.0,0.0,True
f60_a2_p06_s00,f60_a2_p06,pku_round0_00198,0.5,0.5,00,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6178784217018383,0.6178784217018383,0.0,0.0,True
f60_a2_p06_s01,f60_a2_p06,pku_round0_00198,0.5,0.5,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5912224047798502,0.5912224047798502,0.0,0.0,True
f60_a2_p06_s02,f60_a2_p06,pku_round0_00198,0.5,0.5,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5235189394169381,0.5235189394169381,0.0,0.0,True
f60_a2_p06_s03,f60_a2_p06,pku_round0_00198,0.5,0.5,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5961244115604047,0.5961244115604047,0.0,0.0,True
f60_a2_p06_s04,f60_a2_p06,pku_round0_00198,0.5,0.5,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6083383020560476,0.6083383020560476,0.0,0.0,True
f60_a2_p07_s00,f60_a2_p07,pku_round0_00203,0.5,0.5,00,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.4454887514916857,0.4454887514916857,0.0,0.0,True
f60_a2_p07_s01,f60_a2_p07,pku_round0_00203,0.5,0.5,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.4629651921106197,0.4629651921106197,0.0,0.0,True
f60_a2_p07_s02,f60_a2_p07,pku_round0_00203,0.5,0.5,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.528730993164034,0.528730993164034,0.0,0.0,True
f60_a2_p07_s03,f60_a2_p07,pku_round0_00203,0.5,0.5,03,0.0,[0.0],0.6215978529872415,0.5594242358769026,0.062173617110338864,0.062173617110338864,False
f60_a2_p07_s04,f60_a2_p07,pku_round0_00203,0.5,0.5,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5654693531586623,0.5654693531586623,0.0,0.0,True
f60_a2_p08_s00,f60_a2_p08,pku_round0_00209,0.5,0.5,00,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5441549159095275,0.5441549159095275,0.0,0.0,True
