rollout_id,state_id,response_key,reward_score
f60_a0_p00_s02_w1.00,f60_a0_p00_s02,52608f41707a8b0095c04017408ba282d8f15d6ad1cc28ac16bb6975d5d53053,6.796875
f60_a0_p00_s03_w0.00,f60_a0_p00_s03,d3b5600975b15a31826986d94f13c5a4178a99c0c6fe76e9bc29e520a4dd3268,6.87890625
f60_a0_p00_s03_w0.25,f60_a0_p00_s03,d3b5600975b15a31826986d94f13c5a4178a99c0c6fe76e9bc29e520a4dd3268,6.87890625
f60_a0_p00_s03_w0.50,f60_a0_p00_s03,d3b5600975b15a31826986d94f13c5a4178a99c0c6fe76e9bc29e520a4dd3268,6.87890625
f60_a0_p00_s03_w0.75,f60_a0_p00_s03,d3b5600975b15a31826986d94f13c5a4178a99c0c6fe76e9bc29e520a4dd3268,6.87890625
f60_a0_p00_s03_w1.00,f60_a0_p00_s03,d3b5600975b15a31826986d94f13c5a4178a99c0c6fe76e9bc29e520a4dd3268,6.87890625
f60_a0_p00_s04_w0.00,f60_a0_p00_s04,618ee9497dded0ed305659641c30fc1208eb335ad7e53efa0d94c2f8470e9754,8.1328125
f60_a0_p00_s04_w0.25,f60_a0_p00_s04,618ee9497dded0ed305659641c30fc1208eb335ad7e53efa0d94c2f8470e9754,8.1328125
f60_a0_p00_s04_w0.50,f60_a0_p00_s04,618ee9497dded0ed305659641c30fc1208eb335ad7e53efa0d94c2f8470e9754,8.1328125
f60_a0_p00_s04_w0.75,f60_a0_p00_s04,618ee9497dded0ed305659641c30fc1208eb335ad7e53efa0d94c2f8470e9754,8.1328125
f60_a0_p00_s04_w1.00,f60_a0_p00_s04,618ee9497dded0ed305659641c30fc1208eb335ad7e53efa0d94c2f8470e9754,8.1328125
f60_a1_p00_s00_w0.00,f60_a1_p00_s00,875f4502f639789c07d16352ffacb47b1f9479b2dcfdea3c35fc80317b01c1fb,-2.01171875
f60_a1_p00_s00_w0.25,f60_a1_p00_s00,875f4502f639789c07d16352ffacb47b1f9479b2dcfdea3c35fc80317b01c1fb,-2.01171875
f60_a1_p00_s00_w0.50,f60_a1_p00_s00,8b70f7ee2ea3631fc321f7fa83bf14197e791e685b1482b0ea18370da02a986d,2.3125
f60_a1_p00_s00_w0.75,f60_a1_p00_s00,8b70f7ee2ea3631fc321f7fa83bf14197e791e685b1482b0ea18370da02a986d,2.3125
f60_a1_p00_s00_w1.00,f60_a1_p00_s00,8b70f7ee2ea3631fc321f7fa83bf14197e791e685b1482b0ea18370da02a986d,2.3125
f60_a1_p00_s01_w0.00,f60_a1_p00_s01,a5bd4563093b3baf262ed5cd5e48994817ef5c34dd4b1ebe71a6aeb2118a5980,-2.97265625
f60_a1_p00_s01_w0.25,f60_a1_p00_s01,a5bd4563093b3baf262ed5cd5e48994817ef5c34dd4b1ebe71a6aeb2118a5980,-2.97265625
f60_a1_p00_s01_w0.50,f60_a1_p00_s01,a5bd4563093b3baf262ed5cd5e48994817ef5c34dd4b1ebe71a6aeb2118a5980,-2.97265625
f60_a1_p00_s01_w0.75,f60_a1_p00_s01,a5bd4563093b3baf262ed5cd5e48994817ef5c34dd4b1ebe71a6aeb2118a5980,-2.97265625
f60_a1_p00_s01_w1.00,f60_a1_p00_s01,a5bd4563093b3baf262ed5cd5e48994817ef5c34dd4b1ebe71a6aeb2118a5980,-2.97265625
f60_a1_p00_s02_w0.00,f60_a1_p00_s02,e0ba25698871114505838241158c52e5ef34ca61c8a65c94f0c6c8d8268dfde1,5.95703125
f60_a1_p00_s02_w0.25,f60_a1_p00_s02,52608f41707a8b0095c04017408ba282d8f15d6ad1cc28ac16bb6975d5d53053,6.796875
f60_a1_p00_s02_w0.50,f60_a1_p00_s02,52608f41707a8b0095c04017408ba282d8f15d6ad1cc28ac16bb6975d5d53053,6.796875
f60_a1_p00_s02_w0.75,f60_a1_p00_s02,52608f41707a8b0095c04017408ba282d8f15d6ad1cc28ac16bb6975d5d53053,6.796875
f60_a1_p00_s02_w1.00,f60_a1_p00_s02,52608f41707a8b0095c04017408ba282d8f15d6ad1cc28ac16bb6975d5d53053,6.796875
f60_a1_p00_s03_w0.00,f60_a1_p00_s03,d3b5600975b15a31826986d94f13c5a4178a99c0c6fe76e9bc29e520a4dd3268,6.87890625
f60_a1_p00_s03_w0.25,f60_a1_p00_s03,d3b5600975b15a31826986d94f13c5a4178a99c0c6fe76e9bc29e520a4dd3268,6.87890625
f60_a1_p00_s03_w0.50,f60_a1_p00_s03,d3b5600975b15a31826986d94f13c5a4178a99c0c6fe76e9bc29e520a4dd3268,6.87890625
f60_a1_p00_s03_w0.75,f60_a1_p00_s03,d3b5600975b15a31826986d94f13c5a4178a99c0c6fe76e9bc29e520a4dd3268,6.87890625
f60_a1_p00_s03_w1.00,f60_a1_p00_s03,d3b5600975b15a31826986d94f13c5a4178a99c0c6fe76e9bc29e520a4dd3268,6.87890625
f60_a1_p00_s04_w0.00,f60_a1_p00_s04,618ee9497dded0ed305659641c30fc1208eb335ad7e53efa0d94c2f8470e9754,8.1328125
f60_a1_p00_s04_w0.25,f60_a1_p00_s04,618ee9497dded0ed305659641c30fc1208eb335ad7e53efa0d94c2f8470e9754,8.1328125
f60_a1_p00_s04_w0.50,f60_a1_p00_s04,618ee9497dded0ed305659641c30fc1208eb335ad7e53efa0d94c2f8470e9754,8.1328125
f60_a1_p00_s04_w0.75,f60_a1_p00_s04,618ee9497dded0ed305659641c30fc1208eb335ad7e53efa0d94c2f8470e9754,8.1328125
f60_a1_p00_s04_w1.00,f60_a1_p00_s04,618ee9497dded0ed305659641c30fc1208eb335ad7e53efa0d94c2f8470e9754,8.1328125
f60_a2_p00_s00_w0.00,f60_a2_p00_s00,0c5655712cc1f6256120eb777e865f3cd87caca96185b1d3a713af452a1a02c9,-2.55078125
f60_a2_p00_s00_w0.25,f60_a2_p00_s00,0c5655712cc1f6256120eb777e865f3cd87caca96185b1d3a713af452a1a02c9,-2.55078125
f60_a2_p00_s00_w0.50,f60_a2_p00_s00,fc550f21681c7817066eab474d59cca049abccdef38d14d7fd13b2cc30c22d95,1.5576171875
f60_a2_p00_s00_w0.75,f60_a2_p00_s00,fc550f21681c7817066eab474d59cca049abccdef38d14d7fd13b2cc30c22d95,1.5576171875
f60_a2_p00_s00_w1.00,f60_a2_p00_s00,fc550f21681c7817066eab474d59cca049abccdef38d14d7fd13b2cc30c22d95,1.5576171875
f60_a2_p00_s01_w0.00,f60_a2_p00_s01,c1f86e7a8edda7d3249770651509ac1b38d896d4a2f97f9c192e5c0ba5638c0d,3.35546875
f60_a2_p00_s01_w0.25,f60_a2_p00_s01,c1f86e7a8edda7d3249770651509ac1b38d896d4a2f97f9c192e5c0ba5638c0d,3.35546875
f60_a2_p00_s01_w0.50,f60_a2_p00_s01,c1f86e7a8edda7d3249770651509ac1b38d896d4a2f97f9c192e5c0ba5638c0d,3.35546875
f60_a2_p00_s01_w0.75,f60_a2_p00_s01,c1f86e7a8edda7d3249770651509ac1b38d896d4a2f97f9c192e5c0ba5638c0d,3.35546875
f60_a2_p00_s01_w1.00,f60_a2_p00_s01,c1f86e7a8edda7d3249770651509ac1b38d896d4a2f97f9c192e5c0ba5638c0d,3.35546875
f60_a2_p00_s02_w0.00,f60_a2_p00_s02,42062e376065dbb3e563245e65ce1fcba761e667b0ee4a834269402673e1b38c,4.125
f60_a2_p00_s02_w0.25,f60_a2_p00_s02,42062e376065dbb3e563245e65ce1fcba761e667b0ee4a834269402673e1b38c,4.125
f60_a2_p00_s02_w0.50,f60_a2_p00_s02,42062e376065dbb3e563245e65ce1fcba761e667b0ee4a834269402673e1b38c,4.125
f60_a2_p00_s02_w0.75,f60_a2_p00_s02,42062e376065dbb3e563245e65ce1fcba761e667b0ee4a834269402673e1b38c,4.125
f60_a2_p00_s02_w1.00,f60_a2_p00_s02,42062e376065dbb3e563245e65ce1fcba761e667b0ee4a834269402673e1b38c,4.125
f60_a2_p00_s03_w0.00,f60_a2_p00_s03,8ec57680f8c9899c6c4ce54c5aba42ad89281d4123e3a029874daa42e1e133a8,5.26171875
f60_a2_p00_s03_w0.25,f60_a2_p00_s03,8ec57680f8c9899c6c4ce54c5aba42ad89281d4123e3a029874daa42e1e133a8,5.26171875
f60_a2_p00_s03_w0.50,f60_a2_p00_s03,8ec57680f8c9899c6c4ce54c5aba42ad89281d4123e3a029874daa42e1e133a8,5.26171875
f60_a2_p00_s03_w0.75,f60_a2_p00_s03,8ec57680f8c9899c6c4ce54c5aba42ad89281d4123e3a029874daa42e1e133a8,5.26171875
f60_a2_p00_s03_w1.00,f60_a2_p00_s03,8ec57680f8c9899c6c4ce54c5aba42ad89281d4123e3a029874daa42e1e133a8,5.26171875
f60_a2_p00_s04_w0.00,f60_a2_p00_s04,8b8c68d96b8cf5530a7251004a512bda8d52da867b520f48865dc8700229186a,-2.763671875
f60_a2_p00_s04_w0.25,f60_a2_p00_s04,8b8c68d96b8cf5530a7251004a512bda8d52da867b520f48865dc8700229186a,-2.763671875
f60_a2_p00_s04_w0.50,f60_a2_p00_s04,8b8c68d96b8cf5530a7251004a512bda8d52da867b520f48865dc8700229186a,-2.763671875
f60_a2_p00_s04_w0.75,f60_a2_p00_s04,8b8c68d96b8cf5530a7251004a512bda8d52da867b520f48865dc8700229186a,-2.763671875
f60_a2_p00_s04_w1.00,f60_a2_p00_s04,8b8c68d96b8cf5530a7251004a512bda8d52da867b520f48865dc8700229186a,-2.763671875
f60_a3_p00_s00_w0.00,f60_a3_p00_s00,0c5655712cc1f6256120eb777e865f3cd87caca96185b1d3a713af452a1a02c9,-2.55078125
f60_a3_p00_s00_w0.25,f60_a3_p00_s00,0c5655712cc1f6256120eb777e865f3cd87caca96185b1d3a713af452a1a02c9,-2.55078125
f60_a3_p00_s00_w0.50,f60_a3_p00_s00,ba0be6eaf1af2a2e500cd6d2716b527264710c87bc18baf637f7936f364dacc2,-0.53955078125
f60_a3_p00_s00_w0.75,f60_a3_p00_s00,ba0be6eaf1af2a2e500cd6d2716b527264710c87bc18baf637f7936f364dacc2,-0.53955078125
f60_a3_p00_s00_w1.00,f60_a3_p00_s00,ba0be6eaf1af2a2e500cd6d2716b527264710c87bc18baf637f7936f364dacc2,-0.53955078125
f60_a3_p00_s01_w0.00,f60_a3_p00_s01,d666bdf044ceb3e36a3b748341c83e218ed782b9f0fcb5a58186724e35c878aa,-0.0382080078125
f60_a3_p00_s01_w0.25,f60_a3_p00_s01,f0aa53267380e5efad3ab8f4e1187cba14612384179464bd00ad2b46587a13b2,0.47705078125
f60_a3_p00_s01_w0.50,f60_a3_p00_s01,f0aa53267380e5efad3ab8f4e1187cba14612384179464bd00ad2b46587a13b2,0.47705078125
f60_a3_p00_s01_w0.75,f60_a3_p00_s01,f0aa53267380e5efad3ab8f4e1187cba14612384179464bd00ad2b46587a13b2,0.47705078125
f60_a3_p00_s01_w1.00,f60_a3_p00_s01,f0aa53267380e5efad3ab8f4e1187cba14612384179464bd00ad2b46587a13b2,0.47705078125
f60_a3_p00_s02_w0.00,f60_a3_p00_s02,bf7a314f232f4de1888633b19180cf1165aaa032064d36f6f311c0fb796727b0,1.4443359375
f60_a3_p00_s02_w0.25,f60_a3_p00_s02,bf7a314f232f4de1888633b19180cf1165aaa032064d36f6f311c0fb796727b0,1.4443359375
f60_a3_p00_s02_w0.50,f60_a3_p00_s02,bf7a314f232f4de1888633b19180cf1165aaa032064d36f6f311c0fb796727b0,1.4443359375
f60_a3_p00_s02_w0.75,f60_a3_p00_s02,bf7a314f232f4de1888633b19180cf1165aaa032064d36f6f311c0fb796727b0,1.4443359375
f60_a3_p00_s02_w1.00,f60_a3_p00_s02,bf7a314f232f4de1888633b19180cf1165aaa032064d36f6f311c0fb796727b0,1.4443359375
f60_a3_p00_s03_w0.00,f60_a3_p00_s03,f6ee775a3fb01333c00e811111186bf05f99d16138255d05274ac9a0baa16e14,1.4296875
f60_a3_p00_s03_w0.25,f60_a3_p00_s03,f6ee775a3fb01333c00e811111186bf05f99d16138255d05274ac9a0baa16e14,1.4296875
f60_a3_p00_s03_w0.50,f60_a3_p00_s03,f6ee775a3fb01333c00e811111186bf05f99d16138255d05274ac9a0baa16e14,1.4296875
f60_a3_p00_s03_w0.75,f60_a3_p00_s03,f6ee775a3fb01333c00e811111186bf05f99d16138255d05274ac9a0baa16e14,1.4296875
f60_a3_p00_s03_w1.00,f60_a3_p00_s03,f6ee775a3fb01333c00e811111186bf05f99d16138255d05274ac9a0baa16e14,1.4296875
f60_a3_p00_s04_w0.00,f60_a3_p00_s04,43e967badfb1737e4d3e04404dcfa2266973a2ccbd37cf206453c6a160257171,1.2841796875
f60_a3_p00_s04_w0.25,f60_a3_p00_s04,43e967badfb1737e4d3e04404dcfa2266973a2ccbd37cf206453c6a160257171,1.2841796875
f60_a3_p00_s04_w0.50,f60_a3_p00_s04,d121460c36cbcd0fa68904e66aa149ab56c921fd49f56aa56017563ad7e3ed66,0.744140625
f60_a3_p00_s04_w0.75,f60_a3_p00_s04,d121460c36cbcd0fa68904e66aa149ab56c921fd49f56aa56017563ad7e3ed66,0.744140625
f60_a3_p00_s04_w1.00,f60_a3_p00_s04,d121460c36cbcd0fa68904e66aa149ab56c921fd49f56aa56017563ad7e3ed66,0.744140625
f60_a4_p00_s00_w0.00,f60_a4_p00_s00,0c5655712cc1f6256120eb777e865f3cd87caca96185b1d3a713af452a1a02c9,-2.55078125
f60_a4_p00_s00_w0.25,f60_a4_p00_s00,0c5655712cc1f6256120eb777e865f3cd87caca96185b1d3a713af452a1a02c9,-2.55078125
f60_a4_p00_s00_w0.50,f60_a4_p00_s00,ba0be6eaf1af2a2e500cd6d2716b527264710c87bc18baf637f7936f364dacc2,-0.53955078125
f60_a4_p00_s00_w0.75,f60_a4_p00_s00,ba0be6eaf1af2a2e500cd6d2716b527264710c87bc18baf637f7936f364dacc2,-0.53955078125
f60_a4_p00_s00_w1.00,f60_a4_p00_s00,e8c23b413b80800372890d6ee32aae74e86b75455ec55938e318ca7290955a04,-0.07562255859375
f60_a4_p00_s01_w0.00,f60_a4_p00_s01,811135a6c9d1fcf3d760e3433c8bcbadd017be8bfd6c80a00e5a1588b2e1004a,3.31640625
f60_a4_p00_s01_w0.25,f60_a4_p00_s01,811135a6c9d1fcf3d760e3433c8bcbadd017be8bfd6c80a00e5a1588b2e1004a,3.31640625
f60_a4_p00_s01_w0.50,f60_a4_p00_s01,811135a6c9d1fcf3d760e3433c8bcbadd017be8bfd6c80a00e5a1588b2e1004a,3.31640625
f60_a4_p00_s01_w0.75,f60_a4_p00_s01,811135a6c9d1fcf3d760e3433c8bcbadd017be8bfd6c80a00e5a1588b2e1004a,3.31640625
f60_a4_p00_s01_w1.00,f60_a4_p00_s01,811135a6c9d1fcf3d760e3433c8bcbadd017be8bfd6c80a00e5a1588b2e1004a,3.31640625
f60_a4_p00_s02_w0.00,f60_a4_p00_s02,a121e0b8b7ce9857ee5ec47d7754e023cfe4d4bc6096b8ca46faff757f778ca1,1.109375
f60_a4_p00_s02_w0.25,f60_a4_p00_s02,a121e0b8b7ce9857ee5ec47d7754e023cfe4d4bc6096b8ca46faff757f778ca1,1.109375
f60_a4_p00_s02_w0.50,f60_a4_p00_s02,a121e0b8b7ce9857ee5ec47d7754e023cfe4d4bc6096b8ca46faff757f778ca1,1.109375
f60_a4_p00_s02_w0.75,f60_a4_p00_s02,a121e0b8b7ce9857ee5ec47d7754e023cfe4d4bc6096b8ca46faff757f778ca1,1.109375
f60_a4_p00_s02_w1.00,f60_a4_p00_s02,a121e0b8b7ce9857ee5ec47d7754e023cfe4d4bc6096b8ca46faff757f778ca1,1.109375
f60_a4_p00_s03_w0.00,f60_a4_p00_s03,cefd8fb88218bf50bfaa6e3a904faec24c03835cb18ce228e46ea3856b75eb2e,0.90283203125
f60_a4_p00_s03_w0.25,f60_a4_p00_s03,cefd8fb88218bf50bfaa6e3a904faec24c03835cb18ce228e46ea3856b75eb2e,0.90283203125
f60_a4_p00_s03_w0.50,f60_a4_p00_s03,cefd8fb88218bf50bfaa6e3a904faec24c03835cb18ce228e46ea3856b75eb2e,0.90283203125
f60_a4_p00_s03_w0.75,f60_a4_p00_s03,cefd8fb88218bf50bfaa6e3a904faec24c03835cb18ce228e46ea3856b75eb2e,0.90283203125
f60_a4_p00_s03_w1.00,f60_a4_p00_s03,cefd8fb88218bf50bfaa6e3a904faec24c03835cb18ce228e46ea3856b75eb2e,0.90283203125
f60_a4_p00_s04_w0.00,f60_a4_p00_s04,64e55c4bf1dd0ffbea65a712862f1bc19666d17af208750c1d35addb8241fade,0.1710205078125
f60_a4_p00_s04_w0.25,f60_a4_p00_s04,64e55c4bf1dd0ffbea65a712862f1bc19666d17af208750c1d35addb8241fade,0.1710205078125
f60_a4_p00_s04_w0.50,f60_a4_p00_s04,64e55c4bf1dd0ffbea65a712862f1bc19666d17af208750c1d35addb8241fade,0.1710205078125
f60_a4_p00_s04_w0.75,f60_a4_p00_s04,64e55c4bf1dd0ffbea65a712862f1bc19666d17af208750c1d35addb8241fade,0.1710205078125
f60_a4_p00_s04_w1.00,f60_a4_p00_s04,64e55c4bf1dd0ffbea65a712862f1bc19666d17af208750c1d35addb8241fade,0.1710205078125
f60_a0_p01_s00_w0.00,f60_a0_p01_s00,b5c6be0ed20ed256c1d76e268f29167096cff1684c39d2914497e77957002d8d,-5.32421875
f60_a0_p01_s00_w0.25,f60_a0_p01_s00,7c7d20bfd4460af30d1ed3923d123c4d09e6aee8d6e86ecd0297ab444cbaaa84,2.85546875
f60_a0_p01_s00_w0.50,f60_a0_p01_s00,7c7d20bfd4460af30d1ed3923d123c4d09e6aee8d6e86ecd0297ab444cbaaa84,2.85546875
f60_a0_p01_s00_w0.75,f60_a0_p01_s00,7c7d20bfd4460af30d1ed3923d123c4d09e6aee8d6e86ecd0297ab444cbaaa84,2.85546875
f60_a0_p01_s00_w1.00,f60_a0_p01_s00,7c7d20bfd4460af30d1ed3923d123c4d09e6aee8d6e86ecd0297ab444cbaaa84,2.85546875
f60_a0_p01_s01_w0.00,f60_a0_p01_s01,2f7ff26337a77ff26764cbb5c175411f44eafc199d3ede22409a14b43badfc55,3.865234375
f60_a0_p01_s01_w0.25,f60_a0_p01_s01,2f7ff26337a77ff26764cbb5c175411f44eafc199d3ede22409a14b43badfc55,3.865234375
f60_a0_p01_s01_w0.50,f60_a0_p01_s01,2f7ff26337a77ff26764cbb5c175411f44eafc199d3ede22409a14b43badfc55,3.865234375
f60_a0_p01_s01_w0.75,f60_a0_p01_s01,2f7ff26337a77ff26764cbb5c175411f44eafc199d3ede22409a14b43badfc55,3.865234375
f60_a0_p01_s01_w1.00,f60_a0_p01_s01,2f7ff26337a77ff26764cbb5c175411f44eafc199d3ede22409a14b43badfc55,3.865234375
f60_a0_p01_s02_w0.00,f60_a0_p01_s02,5d6a05c67b7bfa0f6860dcdfe095fac0dd191d0f755d1c384fb20faf07010715,1.828125
f60_a0_p01_s02_w0.25,f60_a0_p01_s02,5d6a05c67b7bfa0f6860dcdfe095fac0dd191d0f755d1c384fb20faf07010715,1.828125
f60_a0_p01_s02_w0.50,f60_a0_p01_s02,5d6a05c67b7bfa0f6860dcdfe095fac0dd191d0f755d1c384fb20faf07010715,1.828125
f60_a0_p01_s02_w0.75,f60_a0_p01_s02,5d6a05c67b7bfa0f6860dcdfe095fac0dd191d0f755d1c384fb20faf07010715,1.828125
f60_a0_p01_s02_w1.00,f60_a0_p01_s02,5d6a05c67b7bfa0f6860dcdfe095fac0dd191d0f755d1c384fb20faf07010715,1.828125
f60_a0_p01_s03_w0.00,f60_a0_p01_s03,704d2c5cf8a70d721d2c702dad645a2659fc99d275df114939afaced0b400551,1.7822265625
f60_a0_p01_s03_w0.25,f60_a0_p01_s03,704d2c5cf8a70d721d2c702dad645a2659fc99d275df114939afaced0b400551,1.7822265625
f60_a0_p01_s03_w0.50,f60_a0_p01_s03,704d2c5cf8a70d721d2c702dad645a2659fc99d275df114939afaced0b400551,1.7822265625
f60_a0_p01_s03_w0.75,f60_a0_p01_s03,704d2c5cf8a70d721d2c702dad645a2659fc99d275df114939afaced0b400551,1.7822265625
f60_a0_p01_s03_w1.00,f60_a0_p01_s03,704d2c5cf8a70d721d2c702dad645a2659fc99d275df114939afaced0b400551,1.7822265625
f60_a0_p01_s04_w0.00,f60_a0_p01_s04,97fca1eeef34d1ad73fb7e8e35cb35d9c1d891f21dd8533b439678af89b8de0c,-2.083984375
f60_a0_p01_s04_w0.25,f60_a0_p01_s04,97fca1eeef34d1ad73fb7e8e35cb35d9c1d891f21dd8533b439678af89b8de0c,-2.083984375
f60_a0_p01_s04_w0.50,f60_a0_p01_s04,97fca1eeef34d1ad73fb7e8e35cb35d9c1d891f21dd8533b439678af89b8de0c,-2.083984375
f60_a0_p01_s04_w0.75,f60_a0_p01_s04,97fca1eeef34d1ad73fb7e8e35cb35d9c1d891f21dd8533b439678af89b8de0c,-2.083984375
f60_a0_p01_s04_w1.00,f60_a0_p01_s04,97fca1eeef34d1ad73fb7e8e35cb35d9c1d891f21dd8533b439678af89b8de0c,-2.083984375
f60_a1_p01_s00_w0.00,f60_a1_p01_s00,c300e7bfa1380fb89b403718312734e434c18aae717af7841c44870746afc837,-5.01953125
f60_a1_p01_s00_w0.25,f60_a1_p01_s00,7c7d20bfd4460af30d1ed3923d123c4d09e6aee8d6e86ecd0297ab444cbaaa84,2.85546875
f60_a1_p01_s00_w0.50,f60_a1_p01_s00,7c7d20bfd4460af30d1ed3923d123c4d09e6aee8d6e86ecd0297ab444cbaaa84,2.85546875
f60_a1_p01_s00_w0.75,f60_a1_p01_s00,7c7d20bfd4460af30d1ed3923d123c4d09e6aee8d6e86ecd0297ab444cbaaa84,2.85546875
f60_a1_p01_s00_w1.00,f60_a1_p01_s00,7c7d20bfd4460af30d1ed3923d123c4d09e6aee8d6e86ecd0297ab444cbaaa84,2.85546875
f60_a1_p01_s01_w0.00,f60_a1_p01_s01,2f7ff26337a77ff26764cbb5c175411f44eafc199d3ede22409a14b43badfc55,3.865234375
f60_a1_p01_s01_w0.25,f60_a1_p01_s01,2f7ff26337a77ff26764cbb5c175411f44eafc199d3ede22409a14b43badfc55,3.865234375
f60_a1_p01_s01_w0.50,f60_a1_p01_s01,2f7ff26337a77ff26764cbb5c175411f44eafc199d3ede22409a14b43badfc55,3.865234375
f60_a1_p01_s01_w0.75,f60_a1_p01_s01,2f7ff26337a77ff26764cbb5c175411f44eafc199d3ede22409a14b43badfc55,3.865234375
f60_a1_p01_s01_w1.00,f60_a1_p01_s01,2f7ff26337a77ff26764cbb5c175411f44eafc199d3ede22409a14b43badfc55,3.865234375
f60_a1_p01_s02_w0.00,f60_a1_p01_s02,5d6a05c67b7bfa0f6860dcdfe095fac0dd191d0f755d1c384fb20faf07010715,1.828125
f60_a1_p01_s02_w0.25,f60_a1_p01_s02,5d6a05c67b7bfa0f6860dcdfe095fac0dd191d0f755d1c384fb20faf07010715,1.828125
f60_a1_p01_s02_w0.50,f60_a1_p01_s02,5d6a05c67b7bfa0f6860dcdfe095fac0dd191d0f755d1c384fb20faf07010715,1.828125
f60_a1_p01_s02_w0.75,f60_a1_p01_s02,5d6a05c67b7bfa0f6860dcdfe095fac0dd191d0f755d1c384fb20faf07010715,1.828125
f60_a1_p01_s02_w1.00,f60_a1_p01_s02,5d6a05c67b7bfa0f6860dcdfe095fac0dd191d0f755d1c384fb20faf07010715,1.828125
f60_a1_p01_s03_w0.00,f60_a1_p01_s03,704d2c5cf8a70d721d2c702dad645a2659fc99d275df114939afaced0b400551,1.7822265625
f60_a1_p01_s03_w0.25,f60_a1_p01_s03,704d2c5cf8a70d721d2c702dad645a2659fc99d275df114939afaced0b400551,1.7822265625
f60_a1_p01_s03_w0.50,f60_a1_p01_s03,704d2c5cf8a70d721d2c702dad645a2659fc99d275df114939afaced0b400551,1.7822265625
f60_a1_p01_s03_w0.75,f60_a1_p01_s03,704d2c5cf8a70d721d2c702dad645a2659fc99d275df114939afaced0b400551,1.7822265625
f60_a1_p01_s03_w1.00,f60_a1_p01_s03,704d2c5cf8a70d721d2c702dad645a2659fc99d275df114939afaced0b400551,1.7822265625
f60_a1_p01_s04_w0.00,f60_a1_p01_s04,97fca1eeef34d1ad73fb7e8e35cb35d9c1d891f21dd8533b439678af89b8de0c,-2.083984375
f60_a1_p01_s04_w0.25,f60_a1_p01_s04,97fca1eeef34d1ad73fb7e8e35cb35d9c1d891f21dd8533b439678af89b8de0c,-2.083984375
f60_a1_p01_s04_w0.50,f60_a1_p01_s04,97fca1eeef34d1ad73fb7e8e35cb35d9c1d891f21dd8533b439678af89b8de0c,-2.083984375
f60_a1_p01_s04_w0.75,f60_a1_p01_s04,97fca1eeef34d1ad73fb7e8e35cb35d9c1d891f21dd8533b439678af89b8de0c,-2.083984375
f60_a1_p01_s04_w1.00,f60_a1_p01_s04,97fca1eeef34d1ad73fb7e8e35cb35d9c1d891f21dd8533b439678af89b8de0c,-2.083984375
f60_a2_p01_s00_w0.00,f60_a2_p01_s00,23e661b7fa24933a52be146e0e2bd06aff574c9c04541c9606bd5545cd417cf5,1.2265625
f60_a2_p01_s00_w0.25,f60_a2_p01_s00,7c7d20bfd4460af30d1ed3923d123c4d09e6aee8d6e86ecd0297ab444cbaaa84,2.85546875
f60_a2_p01_s00_w0.50,f60_a2_p01_s00,7c7d20bfd4460af30d1ed3923d123c4d09e6aee8d6e86ecd0297ab444cbaaa84,2.85546875
