case_id,sample_id,alpha,prefix_type,response_index,position,lambda,loss,gradient,objective_weight,weighted_gradient,base_guide_js
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,3,1.0,0.012021590024232864,0.0010661929845809937,0.0,0.0,0.011099647730588913
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,3,2.0,0.013646641746163368,0.0016900859773159027,0.0,0.0,0.011099647730588913
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,4,0.01,0.061411596834659576,-0.041274845600128174,0.0,-0.0,0.03230885788798332
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,4,0.1,0.06210934370756149,0.020101025700569153,0.0,0.0,0.03230885788798332
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,4,0.5,0.07122937589883804,0.02285611629486084,0.0,0.0,0.03230885788798332
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,4,1.0,0.0819878876209259,0.020065337419509888,0.0,0.0,0.03230885788798332
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,4,2.0,0.09919137507677078,0.014603570103645325,0.0,0.0,0.03230885788798332
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,5,0.01,0.0874878391623497,-0.06279784440994263,0.0,-0.0,0.021129019558429718
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,5,0.1,0.09042457491159439,0.05389302968978882,0.0,0.0,0.021129019558429718
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,5,0.5,0.10971299558877945,0.04102380573749542,0.0,0.0,0.021129019558429718
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,5,1.0,0.1267753690481186,0.028396204113960266,0.0,0.0,0.021129019558429718
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,5,2.0,0.14807246625423431,0.01601363718509674,0.0,0.0,0.021129019558429718
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,6,0.01,0.12932859361171722,0.2702323794364929,0.0,0.0,0.2290811836719513
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,6,0.1,0.15658344328403473,0.31799742579460144,0.0,0.0,0.2290811836719513
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,6,0.5,0.2869587242603302,0.3188772201538086,0.0,0.0,0.2290811836719513
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,6,1.0,0.4333060383796692,0.26380205154418945,0.0,0.0,0.2290811836719513
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,6,2.0,0.6442011594772339,0.16569918394088745,0.0,0.0,0.2290811836719513
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,7,0.01,0.0014040146488696337,-0.004654183983802795,0.0,-0.0,0.0004688270855695009
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,7,0.1,0.0011382774682715535,-0.0020457301288843155,0.0,-0.0,0.0004688270855695009
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,7,0.5,0.000763363263104111,-0.0003889724612236023,0.0,-0.0,0.0004688270855695009
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,7,1.0,0.0006715188501402736,-6.27501867711544e-05,0.0,-0.0,0.0004688270855695009
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,7,2.0,0.0006731866160407662,3.1431205570697784e-05,0.0,0.0,0.0004688270855695009
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,8,0.01,0.6671435832977295,-0.06805798411369324,0.0,-0.0,0.02117753215134144
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,8,0.1,0.672141432762146,0.08479034900665283,0.0,0.0,0.02117753215134144
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,8,0.5,0.703010618686676,0.06544758379459381,0.0,0.0,0.02117753215134144
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,8,1.0,0.7296268939971924,0.04305703938007355,0.0,0.0,0.02117753215134144
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,8,2.0,0.7605306506156921,0.02213326096534729,0.0,0.0,0.02117753215134144
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,9,0.01,8.806356430053711,-0.3364853858947754,0.0,-0.0,0.041345857083797455
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,9,0.1,8.782523155212402,-0.20942926406860352,0.0,-0.0,0.041345857083797455
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,9,0.5,8.74062442779541,-0.04838418960571289,0.0,-0.0,0.041345857083797455
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,9,1.0,8.727851867675781,-0.011825799942016602,0.0,-0.0,0.041345857083797455
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,9,2.0,8.724215507507324,0.0002853870391845703,0.0,0.0,0.041345857083797455
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,10,0.01,0.005663895048201084,-0.0025500617921352386,0.0,-0.0,0.0031589362770318985
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,10,0.1,0.005703485105186701,0.0019773654639720917,0.0,0.0,0.0031589362770318985
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,10,0.5,0.00689496286213398,0.003166239708662033,0.0,0.0,0.0031589362770318985
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,10,1.0,0.008357669226825237,0.0026481449604034424,0.0,0.0,0.0031589362770318985
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,10,2.0,0.0104940515011549,0.0017016362398862839,0.0,0.0,0.0031589362770318985
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,11,0.01,0.0009115354623645544,0.00070618512108922,0.0,0.0,0.0015596169978380203
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,11,0.1,0.0010093123419210315,0.001277322880923748,0.0,0.0,0.0015596169978380203
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,11,0.5,0.001551734865643084,0.00133610051125288,0.0,0.0,0.0015596169978380203
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,11,1.0,0.0021736822091042995,0.0011445432901382446,0.0,0.0,0.0015596169978380203
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,11,2.0,0.003128279699012637,0.0007874583825469017,0.0,0.0,0.0015596169978380203
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,12,0.01,0.006098946090787649,0.005564242601394653,0.0,0.0,0.002027099719271064
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,12,0.1,0.006622510030865669,0.005770670250058174,0.0,0.0,0.002027099719271064
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,12,0.5,0.008601993322372437,0.004205828532576561,0.0,0.0,0.002027099719271064
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,12,1.0,0.010358735918998718,0.0029337164014577866,0.0,0.0,0.002027099719271064
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,12,2.0,0.012553717941045761,0.0016434788703918457,0.0,0.0,0.002027099719271064
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,13,0.01,0.10724759101867676,0.046077221632003784,0.0,0.0,0.02149892970919609
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,13,0.1,0.11236326396465302,0.06124764680862427,0.0,0.0,0.02149892970919609
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,13,0.5,0.13557139039039612,0.05141228437423706,0.0,0.0,0.02149892970919609
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,13,1.0,0.15709112584590912,0.03571833670139313,0.0,0.0,0.02149892970919609
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,13,2.0,0.183364138007164,0.019234836101531982,0.0,0.0,0.02149892970919609
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,14,0.01,1.7092368602752686,-0.5324260592460632,0.0,-0.0,0.10133349895477295
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,14,0.1,1.668886661529541,-0.3785078525543213,0.0,-0.0,0.10133349895477295
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,14,0.5,1.5820448398590088,-0.11636173725128174,0.0,-0.0,0.10133349895477295
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,14,1.0,1.5498348474502563,-0.030607998371124268,0.0,-0.0,0.10133349895477295
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,14,2.0,1.542237639427185,0.0038770437240600586,0.0,0.0,0.10133349895477295
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,15,0.01,0.00201094476506114,-0.0006826110184192657,0.0,-0.0,0.0003773640491999686
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,15,0.1,0.002009755000472069,0.00029928237199783325,0.0,0.0,0.0003773640491999686
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,15,0.5,0.0021843877620995045,0.00044383667409420013,0.0,0.0,0.0003773640491999686
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,15,1.0,0.002381586004048586,0.00034921523183584213,0.0,0.0,0.0003773640491999686
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,15,2.0,0.0026559100951999426,0.0002158614806830883,0.0,0.0,0.0003773640491999686
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,16,0.01,0.0014365125680342317,-0.005342964082956314,0.0,-0.0,0.00031199425575323403
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,16,0.1,0.0011893587652593851,-0.001276293769478798,0.0,-0.0,0.00031199425575323403
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,16,0.5,0.0011030309833586216,6.497139111161232e-05,0.0,0.0,0.00031199425575323403
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,16,1.0,0.001149589428678155,0.00010065874084830284,0.0,0.0,0.00031199425575323403
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,16,2.0,0.0012372228084132075,7.37905502319336e-05,0.0,0.0,0.00031199425575323403
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,17,0.01,0.080355204641819,0.15285342931747437,0.0,0.0,0.10764263570308685
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,17,0.1,0.09553754329681396,0.17445778846740723,0.0,0.0,0.10764263570308685
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,17,0.5,0.16316372156143188,0.15846720337867737,0.0,0.0,0.10764263570308685
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,17,1.0,0.23379164934158325,0.12430427968502045,0.0,0.0,0.10764263570308685
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,17,2.0,0.33103060722351074,0.07512186467647552,0.0,0.0,0.10764263570308685
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,18,0.01,0.011449463665485382,0.0033715814352035522,0.0,0.0,0.005240794736891985
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,18,0.1,0.011985547840595245,0.007336437702178955,0.0,0.0,0.005240794736891985
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,18,0.5,0.01515916083008051,0.0075745657086372375,0.0,0.0,0.005240794736891985
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,18,1.0,0.018487755209207535,0.005775835365056992,0.0,0.0,0.005240794736891985
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,18,2.0,0.022953996434807777,0.0034288205206394196,0.0,0.0,0.005240794736891985
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,19,0.01,3.7401552200317383,-0.04812312126159668,0.0,-0.0,0.09474845230579376
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,19,0.1,3.7387654781341553,0.010717391967773438,0.0,0.0,0.09474845230579376
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,19,0.5,3.762352466583252,0.08110493421554565,0.0,0.0,0.09474845230579376
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,19,1.0,3.803257942199707,0.07775402069091797,0.0,0.0,0.09474845230579376
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,19,2.0,3.8671016693115234,0.05099263787269592,0.0,0.0,0.09474845230579376
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,20,0.01,1.316419005393982,-0.9745838642120361,0.0,-0.0,0.0985674262046814
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,20,0.1,1.2413276433944702,-0.7222340106964111,0.0,-0.0,0.0985674262046814
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,20,0.5,1.0575740337371826,-0.28838473558425903,0.0,-0.0,0.0985674262046814
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,20,1.0,0.961547315120697,-0.12598159909248352,0.0,-0.0,0.0985674262046814
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,20,2.0,0.8894035816192627,-0.04027247428894043,0.0,-0.0,0.0985674262046814
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,21,0.01,0.2663087844848633,-1.788344383239746,0.0,-0.0,0.05168808996677399
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,21,0.1,0.2034280002117157,-0.17768359184265137,0.0,-0.0,0.05168808996677399
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,21,0.5,0.210828959941864,0.04554027318954468,0.0,0.0,0.05168808996677399
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,21,1.0,0.23039373755455017,0.032670289278030396,0.0,0.0,0.05168808996677399
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,21,2.0,0.2541714310646057,0.017169594764709473,0.0,0.0,0.05168808996677399
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,22,0.01,0.011130858212709427,-0.017095856368541718,0.0,-0.0,0.01080294419080019
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,22,0.1,0.010820524767041206,0.002489011734724045,0.0,0.0,0.01080294419080019
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,22,0.5,0.013042616657912731,0.006590843200683594,0.0,0.0,0.01080294419080019
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,22,1.0,0.016345882788300514,0.00639570876955986,0.0,0.0,0.01080294419080019
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,22,2.0,0.02190922386944294,0.00472848117351532,0.0,0.0,0.01080294419080019
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,23,0.01,3.315554618835449,0.37476134300231934,0.0,0.0,0.01021038182079792
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,23,0.1,3.34706974029541,0.3260505199432373,0.0,0.0,0.01021038182079792
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,23,0.5,3.445373296737671,0.18451428413391113,0.0,0.0,0.01021038182079792
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,23,1.0,3.515620708465576,0.10698080062866211,0.0,0.0,0.01021038182079792
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,23,2.0,3.5880932807922363,0.04912006855010986,0.0,0.0,0.01021038182079792
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,24,0.01,0.00018368464952800423,0.00024193280842155218,0.0,0.0,0.00017166309407912195
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,24,0.1,0.00020621081057470292,0.0002553530503064394,0.0,0.0,0.00017166309407912195
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,24,0.5,0.00030393750057555735,0.00022655772045254707,0.0,0.0,0.00017166309407912195
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,24,1.0,0.0004037995240651071,0.00017529353499412537,0.0,0.0,0.00017166309407912195
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,24,2.0,0.0005415403284132481,0.00010745716281235218,0.0,0.0,0.00017166309407912195
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,25,0.01,0.020988037809729576,-0.013382211327552795,0.0,-0.0,0.0030430727638304234
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,25,0.1,0.020352806895971298,-0.0033304765820503235,0.0,-0.0,0.0030430727638304234
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,25,0.5,0.020391585305333138,0.0013292208313941956,0.0,0.0,0.0030430727638304234
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,25,1.0,0.021166857331991196,0.0015966817736625671,0.0,0.0,0.0030430727638304234
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,25,2.0,0.022558853030204773,0.001164861023426056,0.0,0.0,0.0030430727638304234
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,26,0.01,0.6923487186431885,-0.029971972107887268,0.0,-0.0,0.004825340583920479
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,26,0.1,0.6907227039337158,-0.011097341775894165,0.0,-0.0,0.004825340583920479
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,26,0.5,0.6891869902610779,-0.000604875385761261,0.0,-0.0,0.004825340583920479
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,26,1.0,0.6894393563270569,0.001103125512599945,0.0,0.0,0.004825340583920479
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,26,2.0,0.6906837821006775,0.0011823773384094238,0.0,0.0,0.004825340583920479
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,27,0.01,3.233793258666992,-0.6825374960899353,0.0,-0.0,0.09994831681251526
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,27,0.1,3.1795527935028076,-0.5318942070007324,0.0,-0.0,0.09994831681251526
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,27,0.5,3.0425124168395996,-0.21454940736293793,0.0,-0.0,0.09994831681251526
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,27,1.0,2.972808361053467,-0.08744609355926514,0.0,-0.0,0.09994831681251526
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,27,2.0,2.927396297454834,-0.021142393350601196,0.0,-0.0,0.09994831681251526
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,28,0.01,0.0018018929986283183,-0.0013561099767684937,0.0,-0.0,0.00197699130512774
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,28,0.1,0.001838304684497416,0.0012896396219730377,0.0,0.0,0.00197699130512774
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,28,0.5,0.0025480680633336306,0.0018365299329161644,0.0,0.0,0.00197699130512774
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,28,1.0,0.0033996663987636566,0.0015513785183429718,0.0,0.0,0.00197699130512774
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,28,2.0,0.004669357556849718,0.0010264180600643158,0.0,0.0,0.00197699130512774
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,29,0.01,1.6043527126312256,-0.8789534568786621,0.0,-0.0,0.035423241555690765
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,29,0.1,1.5343196392059326,-0.6956872940063477,0.0,-0.0,0.035423241555690765
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,29,0.5,1.3395562171936035,-0.3418426811695099,0.0,-0.0,0.035423241555690765
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,29,1.0,1.2152233123779297,-0.18063479661941528,0.0,-0.0,0.035423241555690765
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,29,2.0,1.0988296270370483,-0.07486789673566818,0.0,-0.0,0.035423241555690765
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,30,0.01,0.0014978153631091118,-0.013034476898610592,0.0,-0.0,0.0005149127100594342
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,30,0.1,0.0009374991059303284,-0.0025097746402025223,0.0,-0.0,0.0005149127100594342
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,30,0.5,0.0008043391280807555,0.00013817055150866508,0.0,0.0,0.0005149127100594342
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,30,1.0,0.0008853329927660525,0.00015994394198060036,0.0,0.0,0.0005149127100594342
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,30,2.0,0.001016457681544125,0.00010503781959414482,0.0,0.0,0.0005149127100594342
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,31,0.01,0.058712080121040344,-0.02165485918521881,0.0,-0.0,0.0016928048571571708
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,31,0.1,0.05730706825852394,-0.011602193117141724,0.0,-0.0,0.0016928048571571708
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,31,0.5,0.05489099398255348,-0.003257244825363159,0.0,-0.0,0.0016928048571571708
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,31,1.0,0.05386156961321831,-0.0012830719351768494,0.0,-0.0,0.0016928048571571708
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,31,2.0,0.0531606450676918,-0.0003666616976261139,0.0,-0.0,0.0016928048571571708
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,32,0.01,7.545294284820557,-1.154623031616211,0.0,-0.0,0.08931015431880951
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,32,0.1,7.451837062835693,-0.9338319301605225,0.0,-0.0,0.08931015431880951
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,32,0.5,7.195425510406494,-0.4364278316497803,0.0,-0.0,0.08931015431880951
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,32,1.0,7.041483402252197,-0.21557021141052246,0.0,-0.0,0.08931015431880951
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,32,2.0,6.909115791320801,-0.08028817176818848,0.0,-0.0,0.08931015431880951
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,33,0.01,0.25435900688171387,-0.05728733539581299,0.0,-0.0,0.06233420968055725
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,33,0.1,0.2584921717643738,0.10326820611953735,0.0,0.0,0.06233420968055725
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,33,0.5,0.30963122844696045,0.12015649676322937,0.0,0.0,0.06233420968055725
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,33,1.0,0.3606341779232025,0.08585354685783386,0.0,0.0,0.06233420968055725
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,33,2.0,0.4250498414039612,0.048148781061172485,0.0,0.0,0.06233420968055725
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,34,0.01,0.0002520958660170436,-0.000613837968558073,0.0,-0.0,9.375759691465646e-05
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,34,0.1,0.00021944021864328533,-0.00019683619029819965,0.0,-0.0,9.375759691465646e-05
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,34,0.5,0.00021217002358753234,4.072091542184353e-05,0.0,0.0,9.375759691465646e-05
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,34,1.0,0.00023636408150196075,4.878849722445011e-05,0.0,0.0,9.375759691465646e-05
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,34,2.0,0.0002783149539027363,3.406940959393978e-05,0.0,0.0,9.375759691465646e-05
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,35,0.01,0.004451247863471508,0.009059220552444458,0.0,0.0,0.009628855623304844
f60_a0_p00,pku_round0_00058,"1.00,0.00",teacher_forced,0,35,0.1,0.005322927143424749,0.010055145248770714,0.0,0.0,0.009628855623304844
