row_type,sample_id,alpha_a,alpha_b,guide_alpha,entropy,top1_token_id,topk_token_ids,topk_probabilities,logprob_storage_key,kl_a_to_b,kl_b_to_a,js_divergence,mean_abs_logprob_diff,max_abs_logprob_diff,top1_changed,topk_overlap,internal_w2_max_abs_diff,internal_w2_mean_abs_diff,internal_w2_l2_diff
distribution,pku_round0_00094,"[0.25, 0.75]",,"[0.75, 0.25]",2.9141972064971924,739,"[739, 1670, 306, 2266, 5806, 5674, 29871, 323, 450, 1763, 1094, 18637, 887, 3824, 6324, 3148, 319, 2193, 11511, 960]","[0.31275105476379395, 0.15123651921749115, 0.06304476410150528, 0.06206734478473663, 0.05308901146054268, 0.041670043021440506, 0.03945240378379822, 0.033745430409908295, 0.019077936187386513, 0.01892947033047676, 0.015210256911814213, 0.01462756097316742, 0.013112060725688934, 0.013010022230446339, 0.01070175226777792, 0.010372493416070938, 0.00974405650049448, 0.008141463622450829, 0.007297961041331291, 0.007128903642296791]","pku_round0_00094|0.25,0.75",,,,,,,,,,
distribution,pku_round0_00094,"[0.5, 0.5]",,"[0.5, 0.5]",3.0346360206604004,739,"[739, 1670, 2266, 306, 5674, 5806, 29871, 323, 1763, 450, 1094, 18637, 3824, 887, 3148, 6324, 319, 2193, 11511, 960]","[0.2588232457637787, 0.1724134385585785, 0.06647130101919174, 0.06099749729037285, 0.05299554392695427, 0.048631444573402405, 0.04676840454339981, 0.03239552676677704, 0.02158007211983204, 0.019648879766464233, 0.01578831486403942, 0.0156654492020607, 0.01426355354487896, 0.01393313892185688, 0.011108466424047947, 0.010851139202713966, 0.00972689874470234, 0.008787520229816437, 0.008127127774059772, 0.007399834226816893]","pku_round0_00094|0.50,0.50",,,,,,,,,,
distribution,pku_round0_00094,"[0.75, 0.25]",,"[0.25, 0.75]",3.112316846847534,739,"[739, 1670, 2266, 5674, 306, 29871, 5806, 323, 1763, 450, 18637, 1094, 3824, 887, 6324, 3148, 2193, 319, 11511, 960]","[0.21371237933635712, 0.1900797188282013, 0.06938225030899048, 0.06467136740684509, 0.05888395011425018, 0.050761137157678604, 0.04550199210643768, 0.03571492061018944, 0.022003324702382088, 0.01972365379333496, 0.017002850770950317, 0.015725066885352135, 0.014772333204746246, 0.01465737447142601, 0.011685878038406372, 0.011063966900110245, 0.009537735022604465, 0.009389866143465042, 0.00854957103729248, 0.007845527492463589]","pku_round0_00094|0.75,0.25",,,,,,,,,,
distribution,pku_round0_00094,"[1.0, 0.0]",,"[0.0, 1.0]",3.1559829711914062,1670,"[1670, 739, 5674, 2266, 29871, 306, 5806, 323, 1763, 450, 18637, 3824, 1094, 887, 6324, 3148, 2193, 319, 11511, 960]","[0.20663774013519287, 0.17674662172794342, 0.07483924180269241, 0.07367896288633347, 0.05649162083864212, 0.05649162083864212, 0.041981007903814316, 0.03399725630879402, 0.02300369367003441, 0.020300688222050667, 0.016698891296982765, 0.01593419350683689, 0.015687156468629837, 0.015086190775036812, 0.011749137192964554, 0.01061446126550436, 0.00966457650065422, 0.009367229416966438, 0.008868713863193989, 0.008138389326632023]","pku_round0_00094|1.00,0.00",,,,,,,,,,
pairwise,pku_round0_00094,"[0.0, 1.0]","[0.25, 0.75]",,,,,,,0.01116970181465149,0.011323670856654644,0.002806423231959343,0.08809010684490204,0.43519115447998047,0,1.0,0.12363937497138977,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00094,"[0.0, 1.0]","[0.5, 0.5]",,,,,,,0.0422503836452961,0.04247093200683594,0.010523615404963493,0.19166156649589539,0.9012022018432617,0,1.0,0.24727874994277954,0.0825139582157135,3.9762070178985596
pairwise,pku_round0_00094,"[0.0, 1.0]","[0.75, 0.25]",,,,,,,0.08645055443048477,0.08519648015499115,0.02118074521422386,0.2633342146873474,1.2575397491455078,0,1.0,0.3709181547164917,0.12377092242240906,5.964310169219971
pairwise,pku_round0_00094,"[0.0, 1.0]","[1.0, 0.0]",,,,,,,0.139907568693161,0.13449625670909882,0.03359078988432884,0.3204430043697357,1.5285634994506836,1,1.0,0.4945574998855591,0.1650279015302658,7.952414035797119
pairwise,pku_round0_00094,"[0.25, 0.75]","[0.5, 0.5]",,,,,,,0.010282113216817379,0.01021746825426817,0.0025588020216673613,0.10619118064641953,0.46601104736328125,0,1.0,0.12363938242197037,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00094,"[0.25, 0.75]","[0.75, 0.25]",,,,,,,0.03559769690036774,0.034643251448869705,0.008733011782169342,0.17705264687538147,0.8340663909912109,0,1.0,0.24727876484394073,0.0825139507651329,3.9762067794799805
pairwise,pku_round0_00094,"[0.25, 0.75]","[1.0, 0.0]",,,,,,,0.07200005650520325,0.06836476176977158,0.017349936068058014,0.2342776656150818,1.1558723449707031,1,1.0,0.3709181547164917,0.12377092242240906,5.964310169219971
pairwise,pku_round0_00094,"[0.5, 0.5]","[0.75, 0.25]",,,,,,,0.007830864749848843,0.007688489276915789,0.0019373586401343346,0.07452383637428284,0.4249124526977539,0,1.0,0.12363938242197037,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00094,"[0.5, 0.5]","[1.0, 0.0]",,,,,,,0.027694568037986755,0.026488400995731354,0.0067403269931674,0.1323356032371521,0.7574043273925781,1,1.0,0.24727874994277954,0.0825139507651329,3.9762070178985596
pairwise,pku_round0_00094,"[0.75, 0.25]","[1.0, 0.0]",,,,,,,0.006226673722267151,0.006081228610128164,0.0015368100721389055,0.06002216786146164,0.3539762496948242,1,1.0,0.12363937497138977,0.04125697538256645,1.9881035089492798
distribution,pku_round0_00115,"[0.0, 1.0]",,"[1.0, 0.0]",1.4943267107009888,450,"[450, 3869, 306, 1094, 5806, 1939, 739, 29871, 512, 1720, 2180, 7579, 13, 518, 887, 7197, 6093, 334, 349, 8512]","[0.719214141368866, 0.056775037199258804, 0.056333210319280624, 0.0313541516661644, 0.02559051476418972, 0.0124718202278018, 0.012088103219866753, 0.009124578908085823, 0.007447264157235622, 0.0038335230201482773, 0.003228150075301528, 0.0028266627341508865, 0.002614235505461693, 0.0018537705764174461, 0.0017144575249403715, 0.001701115514151752, 0.001674742205068469, 0.001410274300724268, 0.0013884099898859859, 0.0013668846804648638]","pku_round0_00115|0.00,1.00",,,,,,,,,,
distribution,pku_round0_00115,"[0.25, 0.75]",,"[0.75, 0.25]",1.5368705987930298,450,"[450, 3869, 306, 1094, 5806, 1939, 739, 29871, 512, 1720, 2180, 7579, 13, 7197, 518, 887, 6093, 8512, 5674, 11511]","[0.7107099890708923, 0.05925733223557472, 0.0552339069545269, 0.03247033804655075, 0.02670937217772007, 0.013222098350524902, 0.012421011924743652, 0.009673493914306164, 0.00735920574516058, 0.0038478500209748745, 0.0033957157284021378, 0.0029272898100316525, 0.0024458421394228935, 0.0019807033240795135, 0.00196528946980834, 0.0018752922769635916, 0.001775491051375866, 0.0014604791067540646, 0.0014491135952994227, 0.0014378364430740476]","pku_round0_00115|0.25,0.75",,,,,,,,,,
distribution,pku_round0_00115,"[0.5, 0.5]",,"[0.5, 0.5]",1.5862269401550293,450,"[450, 3869, 306, 1094, 5806, 1939, 739, 29871, 512, 2180, 1720, 7579, 13, 7197, 518, 887, 6093, 11511, 1763, 5674]","[0.7025834918022156, 0.06139105558395386, 0.053337473422288895, 0.034437261521816254, 0.02681976743042469, 0.013380877673625946, 0.011901198886334896, 0.010751837864518166, 0.007218442391604185, 0.0037448785733431578, 0.00371573562733829, 0.0031535038724541664, 0.002455951413139701, 0.002307152608409524, 0.0021337673533707857, 0.0020202104933559895, 0.0018978120060637593, 0.0016879489412531257, 0.0015856813406571746, 0.0015489490469917655]","pku_round0_00115|0.50,0.50",,,,,,,,,,
distribution,pku_round0_00115,"[0.75, 0.25]",,"[0.25, 0.75]",1.6330156326293945,450,"[450, 3869, 306, 1094, 5806, 1939, 739, 29871, 512, 2180, 1720, 7579, 7197, 13, 518, 887, 11511, 6093, 5674, 1763]","[0.6944440603256226, 0.062118832021951675, 0.051097556948661804, 0.0368041917681694, 0.027781261131167412, 0.014300567097961903, 0.012719187885522842, 0.01079463493078947, 0.007419036701321602, 0.0038791331462562084, 0.0037014945410192013, 0.0033966824412345886, 0.0027293111197650433, 0.002352813258767128, 0.0021422607824206352, 0.0021422607824206352, 0.001935371314175427, 0.001935371314175427, 0.0018181130290031433, 0.0017213548999279737]","pku_round0_00115|0.75,0.25",,,,,,,,,,
distribution,pku_round0_00115,"[1.0, 0.0]",,"[0.0, 1.0]",1.6689094305038452,450,"[450, 3869, 306, 1094, 5806, 1939, 739, 29871, 512, 2180, 1720, 7579, 7197, 13, 887, 11511, 518, 6093, 5674, 1763]","[0.6875149607658386, 0.06345120072364807, 0.051384344696998596, 0.03818560391664505, 0.027937185019254684, 0.014157879166305065, 0.01259227842092514, 0.0115553243085742, 0.007231137249618769, 0.0039009058382362127, 0.003551815403625369, 0.003389165736734867, 0.0030618561431765556, 0.0022753782104700804, 0.002240101806819439, 0.002240101806819439, 0.0022226693108677864, 0.002055632881820202, 0.0019923876971006393, 0.0018571096006780863]","pku_round0_00115|1.00,0.00",,,,,,,,,,
pairwise,pku_round0_00115,"[0.0, 1.0]","[0.25, 0.75]",,,,,,,0.0004103785613551736,0.0004203233402222395,0.00010378658771514893,0.06042306497693062,0.25177574157714844,0,0.9,0.12363937497138977,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00115,"[0.0, 1.0]","[0.5, 0.5]",,,,,,,0.0017593081574887037,0.001853264169767499,0.0004508250276558101,0.1547129601240158,0.5684013366699219,0,0.85,0.24727874994277954,0.0825139582157135,3.9762070178985596
pairwise,pku_round0_00115,"[0.0, 1.0]","[0.75, 0.25]",,,,,,,0.0038525909185409546,0.004144374746829271,0.0009960109600797296,0.2218112051486969,0.8301868438720703,0,0.85,0.3709181547164917,0.12377092242240906,5.964310169219971
pairwise,pku_round0_00115,"[0.0, 1.0]","[1.0, 0.0]",,,,,,,0.005954396910965443,0.0065871174447238445,0.0015575294382870197,0.26714447140693665,1.0428142547607422,0,0.85,0.4945574998855591,0.1650279015302658,7.952414035797119
pairwise,pku_round0_00115,"[0.25, 0.75]","[0.5, 0.5]",,,,,,,0.0005680129397660494,0.0005851325113326311,0.00014407263370230794,0.0969940721988678,0.32834339141845703,0,0.95,0.12363938242197037,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00115,"[0.25, 0.75]","[0.75, 0.25]",,,,,,,0.0018933303654193878,0.0019919853657484055,0.00048482685815542936,0.16373760998249054,0.5784111022949219,0,0.95,0.24727876484394073,0.0825139507651329,3.9762067794799805
pairwise,pku_round0_00115,"[0.25, 0.75]","[1.0, 0.0]",,,,,,,0.00345617369748652,0.003740983549505472,0.0008961870335042477,0.2084561288356781,0.7910385131835938,0,0.95,0.3709181547164917,0.12377092242240906,5.964310169219971
pairwise,pku_round0_00115,"[0.5, 0.5]","[0.75, 0.25]",,,,,,,0.0005340705392882228,0.0005468078306876123,0.00013505529204849154,0.06826306879520416,0.26178550720214844,0,1.0,0.12363938242197037,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00115,"[0.5, 0.5]","[1.0, 0.0]",,,,,,,0.0014173088129609823,0.0014906679280102253,0.00036287883995100856,0.11426538228988647,0.4783191680908203,0,1.0,0.24727874994277954,0.0825139507651329,3.9762070178985596
pairwise,pku_round0_00115,"[0.75, 0.25]","[1.0, 0.0]",,,,,,,0.0003147920360788703,0.0003236450720578432,7.98101827967912e-05,0.0493985190987587,0.24387741088867188,0,1.0,0.12363937497138977,0.04125697538256645,1.9881035089492798
distribution,pku_round0_00123,"[0.0, 1.0]",,"[1.0, 0.0]",2.4836573600769043,306,"[306, 739, 5806, 323, 1670, 450, 5674, 29871, 887, 1763, 11511, 6324, 2193, 960, 1094, 2266, 3529, 18637, 3824, 5682]","[0.31524351239204407, 0.31279027462005615, 0.04233155772089958, 0.037066750228405, 0.03509409353137016, 0.03121333383023739, 0.025876762345433235, 0.021620845422148705, 0.01632026955485344, 0.016067247837781906, 0.01104284729808569, 0.010787039995193481, 0.008600178174674511, 0.007649156730622053, 0.007242076098918915, 0.005055783782154322, 0.004938666708767414, 0.004324440844357014, 0.004094298463314772, 0.0037866071797907352]","pku_round0_00123|0.00,1.00",,,,,,,,,,
distribution,pku_round0_00123,"[0.25, 0.75]",,"[0.75, 0.25]",2.590775489807129,306,"[306, 739, 1670, 5806, 323, 450, 5674, 29871, 1763, 887, 11511, 6324, 2193, 1094, 960, 2266, 3824, 18637, 5682, 3529]","[0.3158802390098572, 0.27444151043891907, 0.04586377739906311, 0.04241706058382988, 0.038320619612932205, 0.033293530344963074, 0.033034440129995346, 0.0253283828496933, 0.020672423765063286, 0.016872337087988853, 0.01303793117403984, 0.01089359913021326, 0.008483943529427052, 0.008095435798168182, 0.00790790468454361, 0.006354180164635181, 0.005026570055633783, 0.004367159679532051, 0.004070640541613102, 0.003945400007069111]","pku_round0_00123|0.25,0.75",,,,,,,,,,
distribution,pku_round0_00123,"[0.5, 0.5]",,"[0.5, 0.5]",2.7009177207946777,306,"[306, 739, 1670, 5674, 5806, 323, 450, 29871, 1763, 887, 11511, 6324, 1094, 960, 2193, 2266, 3824, 18637, 5682, 3529]","[0.31532204151153564, 0.23069451749324799, 0.06160738691687584, 0.0413612425327301, 0.04040311276912689, 0.038252897560596466, 0.036787450313568115, 0.028874801471829414, 0.02755252830684185, 0.017377162352204323, 0.014747805893421173, 0.010622445493936539, 0.009447799064218998, 0.008272768929600716, 0.008081130683422089, 0.007771547418087721, 0.00564153864979744, 0.0043594432063400745, 0.004063447937369347, 0.0030196979641914368]","pku_round0_00123|0.50,0.50",,,,,,,,,,
distribution,pku_round0_00123,"[0.75, 0.25]",,"[0.25, 0.75]",2.793670654296875,306,"[306, 739, 1670, 5674, 450, 5806, 323, 1763, 29871, 887, 11511, 6324, 1094, 2266, 960, 2193, 3824, 18637, 5682, 3118]","[0.3013956546783447, 0.19612188637256622, 0.08304324746131897, 0.04997630417346954, 0.039844583719968796, 0.03861869499087334, 0.037430524826049805, 0.034080877900123596, 0.031766872853040695, 0.01781960017979145, 0.017003580927848816, 0.010808133520185947, 0.010232935659587383, 0.009764335118234158, 0.009612953290343285, 0.007664114702492952, 0.006504449527710676, 0.004299178719520569, 0.0038237685803323984, 0.003036688780412078]","pku_round0_00123|0.75,0.25",,,,,,,,,,
distribution,pku_round0_00123,"[1.0, 0.0]",,"[0.0, 1.0]",2.8724617958068848,306,"[306, 739, 1670, 5674, 450, 1763, 323, 5806, 29871, 887, 11511, 2266, 1094, 6324, 960, 2193, 3824, 18637, 3118, 5682]","[0.2810528576374054, 0.16914059221744537, 0.1033935695886612, 0.05891188234090805, 0.042102422565221786, 0.0398617722094059, 0.038334693759679794, 0.03629455715417862, 0.03629455715417862, 0.01825004443526268, 0.018108021467924118, 0.011875530704855919, 0.010897600091993809, 0.010645156726241112, 0.010078632272779942, 0.007316302508115768, 0.007202873472124338, 0.00420139916241169, 0.0037222332321107388, 0.003429081989452243]","pku_round0_00123|1.00,0.00",,,,,,,,,,
pairwise,pku_round0_00123,"[0.0, 1.0]","[0.25, 0.75]",,,,,,,0.0067323981784284115,0.006920773070305586,0.0017036979552358389,0.07719814777374268,0.4551420211791992,0,1.0,0.12363937497138977,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00123,"[0.0, 1.0]","[0.5, 0.5]",,,,,,,0.031990062445402145,0.03354957699775696,0.008130142465233803,0.1679219901561737,0.894780158996582,0,1.0,0.24727874994277954,0.0825139582157135,3.9762070178985596
pairwise,pku_round0_00123,"[0.0, 1.0]","[0.75, 0.25]",,,,,,,0.07347624748945236,0.07950477302074432,0.01878819614648819,0.22832034528255463,1.40625,0,0.95,0.3709181547164917,0.12377092242240906,5.964310169219971
pairwise,pku_round0_00123,"[0.0, 1.0]","[1.0, 0.0]",,,,,,,0.1239561066031456,0.13696596026420593,0.031710099428892136,0.28637048602104187,1.8931236267089844,0,0.95,0.4945574998855591,0.1650279015302658,7.952414035797119
pairwise,pku_round0_00123,"[0.25, 0.75]","[0.5, 0.5]",,,,,,,0.009697044268250465,0.009898185729980469,0.0024439748376607895,0.09401623904705048,0.4920024871826172,0,1.0,0.12363938242197037,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00123,"[0.25, 0.75]","[0.75, 0.25]",,,,,,,0.03694801405072212,0.03892657533288002,0.009402759373188019,0.15420204401016235,1.0781888961791992,0,0.95,0.24727876484394073,0.0825139507651329,3.9762067794799805
pairwise,pku_round0_00123,"[0.25, 0.75]","[1.0, 0.0]",,,,,,,0.07533574849367142,0.08099393546581268,0.01922367326915264,0.2131234109401703,1.5650625228881836,0,0.95,0.3709181547164917,0.12377092242240906,5.964310169219971
pairwise,pku_round0_00123,"[0.5, 0.5]","[0.75, 0.25]",,,,,,,0.009373454377055168,0.009677471593022346,0.0023762076161801815,0.0711059421300888,0.586186408996582,0,0.95,0.12363938242197037,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00123,"[0.5, 0.5]","[1.0, 0.0]",,,,,,,0.03264419361948967,0.034331656992435455,0.008316630497574806,0.12928320467472076,1.0730600357055664,0,0.95,0.24727874994277954,0.0825139507651329,3.9762070178985596
pairwise,pku_round0_00123,"[0.75, 0.25]","[1.0, 0.0]",,,,,,,0.0073877726681530476,0.007527023088186979,0.0018620657501742244,0.06145986169576645,0.4868736267089844,0,1.0,0.12363937497138977,0.04125697538256645,1.9881035089492798
distribution,pku_round0_00126,"[0.0, 1.0]",,"[1.0, 0.0]",2.8142013549804688,306,"[306, 739, 5806, 1094, 315, 530, 4587, 6324, 1394, 1976, 18585, 1939, 3869, 3529, 18637, 14985, 960, 15043, 3824, 1670]","[0.3390553593635559, 0.1601584106683731, 0.07218905538320541, 0.06942353397607803, 0.04344413802027702, 0.03279335796833038, 0.03203370049595833, 0.02436995320022106, 0.02036185748875141, 0.02004617638885975, 0.013249716721475124, 0.01244695670902729, 0.010729947127401829, 0.00875752791762352, 0.00743241747841239, 0.006982109975069761, 0.006927774753421545, 0.006662375759333372, 0.006457396317273378, 0.006258722860366106]","pku_round0_00126|0.00,1.00",,,,,,,,,,
distribution,pku_round0_00126,"[0.25, 0.75]",,"[0.75, 0.25]",2.846942186355591,306,"[306, 739, 5806, 1094, 315, 4587, 530, 6324, 1976, 18585, 1394, 3869, 1939, 18637, 15043, 3529, 14985, 3824, 1670, 960]","[0.33567342162132263, 0.14213307201862335, 0.07316382974386215, 0.07202953100204468, 0.0531112439930439, 0.03707762435078621, 0.032720886170864105, 0.02588435262441635, 0.021458882838487625, 0.017377931624650955, 0.016712194308638573, 0.011943666264414787, 0.00952232163399458, 0.007415991276502609, 0.007187825161963701, 0.0070763882249593735, 0.0070213195867836475, 0.0069124638102948666, 0.006752336863428354, 0.006392984185367823]","pku_round0_00126|0.25,0.75",,,,,,,,,,
distribution,pku_round0_00126,"[0.5, 0.5]",,"[0.5, 0.5]",2.8979220390319824,306,"[306, 739, 1094, 5806, 315, 4587, 530, 6324, 18585, 1976, 3869, 1394, 18637, 15043, 3824, 1670, 14985, 1939, 11511, 29871]","[0.3309263288974762, 0.12365813553333282, 0.07101088762283325, 0.07045827805995941, 0.06365375220775604, 0.04307028278708458, 0.03006790205836296, 0.027808263897895813, 0.02434973046183586, 0.023972222581505775, 0.013447195291519165, 0.013238715007901192, 0.007967199198901653, 0.007782639469951391, 0.007543192710727453, 0.007484490983188152, 0.0072542172856628895, 0.00692202290520072, 0.006761674303561449, 0.006061125546693802]","pku_round0_00126|0.50,0.50",,,,,,,,,,
distribution,pku_round0_00126,"[0.75, 0.25]",,"[0.25, 0.75]",2.9142398834228516,306,"[306, 739, 315, 1094, 5806, 4587, 18585, 6324, 530, 1976, 3869, 1394, 1670, 15043, 18637, 3824, 11511, 14985, 29871, 960]","[0.33037787675857544, 0.10809922963380814, 0.0720096081495285, 0.07034150511026382, 0.06764677166938782, 0.04872414097189903, 0.03025350533425808, 0.028643444180488586, 0.0269080251455307, 0.026284702122211456, 0.014402828179299831, 0.010213134810328484, 0.008206483907997608, 0.008206483907997608, 0.008142620325088501, 0.008079254068434238, 0.0076492843218147755, 0.007019377779215574, 0.006292129401117563, 0.005684465169906616]","pku_round0_00126|0.75,0.25",,,,,,,,,,
