state_id,prompt_id,epsilon,max_utility,oracle_set,oracle_set_size,unique_oracle,w1_in_oracle_set,w0_in_oracle_set,is_actionable
f60_a0_p03_s00,pku_round0_00123,0.0001,0.4892333578203661,[0.0],1,True,False,True,True
f60_a0_p03_s00,pku_round0_00123,0.001,0.4892333578203661,[0.0],1,True,False,True,True
f60_a0_p03_s01,pku_round0_00123,1e-08,0.338496316141996,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p03_s01,pku_round0_00123,1e-06,0.338496316141996,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p03_s01,pku_round0_00123,0.0001,0.338496316141996,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p03_s01,pku_round0_00123,0.001,0.338496316141996,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p03_s02,pku_round0_00123,1e-08,0.6333534991249488,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p03_s02,pku_round0_00123,1e-06,0.6333534991249488,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p03_s02,pku_round0_00123,0.0001,0.6333534991249488,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p03_s02,pku_round0_00123,0.001,0.6333534991249488,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p03_s03,pku_round0_00123,1e-08,0.7114059157790118,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p03_s03,pku_round0_00123,1e-06,0.7114059157790118,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p03_s03,pku_round0_00123,0.0001,0.7114059157790118,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p03_s03,pku_round0_00123,0.001,0.7114059157790118,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p03_s04,pku_round0_00123,1e-08,0.774063911155284,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p03_s04,pku_round0_00123,1e-06,0.774063911155284,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p03_s04,pku_round0_00123,0.0001,0.774063911155284,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p03_s04,pku_round0_00123,0.001,0.774063911155284,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p04_s00,pku_round0_00126,1e-08,0.5686699220015989,"[0.25, 0.5, 0.75, 1.0]",4,False,True,False,True
f60_a0_p04_s00,pku_round0_00126,1e-06,0.5686699220015989,"[0.25, 0.5, 0.75, 1.0]",4,False,True,False,True
f60_a0_p04_s00,pku_round0_00126,0.0001,0.5686699220015989,"[0.25, 0.5, 0.75, 1.0]",4,False,True,False,True
f60_a0_p04_s00,pku_round0_00126,0.001,0.5686699220015989,"[0.25, 0.5, 0.75, 1.0]",4,False,True,False,True
f60_a0_p04_s01,pku_round0_00126,1e-08,0.5760295356826481,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p04_s01,pku_round0_00126,1e-06,0.5760295356826481,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p04_s01,pku_round0_00126,0.0001,0.5760295356826481,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p04_s01,pku_round0_00126,0.001,0.5760295356826481,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p04_s02,pku_round0_00126,1e-08,0.7154570792731674,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p04_s02,pku_round0_00126,1e-06,0.7154570792731674,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p04_s02,pku_round0_00126,0.0001,0.7154570792731674,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p04_s02,pku_round0_00126,0.001,0.7154570792731674,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p04_s03,pku_round0_00126,1e-08,0.5265715813581662,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p04_s03,pku_round0_00126,1e-06,0.5265715813581662,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p04_s03,pku_round0_00126,0.0001,0.5265715813581662,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p04_s03,pku_round0_00126,0.001,0.5265715813581662,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p04_s04,pku_round0_00126,1e-08,0.728420802454465,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p04_s04,pku_round0_00126,1e-06,0.728420802454465,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p04_s04,pku_round0_00126,0.0001,0.728420802454465,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p04_s04,pku_round0_00126,0.001,0.728420802454465,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p05_s00,pku_round0_00146,1e-08,0.5750842642006785,[0.0],1,True,False,True,True
f60_a0_p05_s00,pku_round0_00146,1e-06,0.5750842642006785,[0.0],1,True,False,True,True
f60_a0_p05_s00,pku_round0_00146,0.0001,0.5750842642006785,[0.0],1,True,False,True,True
f60_a0_p05_s00,pku_round0_00146,0.001,0.5750842642006785,[0.0],1,True,False,True,True
f60_a0_p05_s01,pku_round0_00146,1e-08,0.6140429531361408,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p05_s01,pku_round0_00146,1e-06,0.6140429531361408,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p05_s01,pku_round0_00146,0.0001,0.6140429531361408,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p05_s01,pku_round0_00146,0.001,0.6140429531361408,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p05_s02,pku_round0_00146,1e-08,0.6480727264870472,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p05_s02,pku_round0_00146,1e-06,0.6480727264870472,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p05_s02,pku_round0_00146,0.0001,0.6480727264870472,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p05_s02,pku_round0_00146,0.001,0.6480727264870472,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p05_s03,pku_round0_00146,1e-08,0.5433501501631269,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p05_s03,pku_round0_00146,1e-06,0.5433501501631269,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p05_s03,pku_round0_00146,0.0001,0.5433501501631269,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p05_s03,pku_round0_00146,0.001,0.5433501501631269,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p05_s04,pku_round0_00146,1e-08,0.6881792450791868,"[0.0, 0.25]",2,False,False,True,True
f60_a0_p05_s04,pku_round0_00146,1e-06,0.6881792450791868,"[0.0, 0.25]",2,False,False,True,True
f60_a0_p05_s04,pku_round0_00146,0.0001,0.6881792450791868,"[0.0, 0.25]",2,False,False,True,True
f60_a0_p05_s04,pku_round0_00146,0.001,0.6881792450791868,"[0.0, 0.25]",2,False,False,True,True
f60_a0_p06_s00,pku_round0_00198,1e-08,0.6369995462696887,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p06_s00,pku_round0_00198,1e-06,0.6369995462696887,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p06_s00,pku_round0_00198,0.0001,0.6369995462696887,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p06_s00,pku_round0_00198,0.001,0.6369995462696887,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p06_s01,pku_round0_00198,1e-08,0.3312717412440853,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p06_s01,pku_round0_00198,1e-06,0.3312717412440853,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p06_s01,pku_round0_00198,0.0001,0.3312717412440853,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p06_s01,pku_round0_00198,0.001,0.3312717412440853,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p06_s02,pku_round0_00198,1e-08,0.557461703001102,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p06_s02,pku_round0_00198,1e-06,0.557461703001102,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p06_s02,pku_round0_00198,0.0001,0.557461703001102,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p06_s02,pku_round0_00198,0.001,0.557461703001102,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p06_s03,pku_round0_00198,1e-08,0.5997288421234579,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p06_s03,pku_round0_00198,1e-06,0.5997288421234579,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p06_s03,pku_round0_00198,0.0001,0.5997288421234579,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p06_s03,pku_round0_00198,0.001,0.5997288421234579,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p06_s04,pku_round0_00198,1e-08,0.6446967569085842,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p06_s04,pku_round0_00198,1e-06,0.6446967569085842,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p06_s04,pku_round0_00198,0.0001,0.6446967569085842,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p06_s04,pku_round0_00198,0.001,0.6446967569085842,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p07_s00,pku_round0_00203,1e-08,0.47536656277682954,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p07_s00,pku_round0_00203,1e-06,0.47536656277682954,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p07_s00,pku_round0_00203,0.0001,0.47536656277682954,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p07_s00,pku_round0_00203,0.001,0.47536656277682954,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p07_s01,pku_round0_00203,1e-08,0.6183641941965733,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p07_s01,pku_round0_00203,1e-06,0.6183641941965733,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p07_s01,pku_round0_00203,0.0001,0.6183641941965733,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p07_s01,pku_round0_00203,0.001,0.6183641941965733,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p07_s02,pku_round0_00203,1e-08,0.6386200116673509,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p07_s02,pku_round0_00203,1e-06,0.6386200116673509,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p07_s02,pku_round0_00203,0.0001,0.6386200116673509,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p07_s02,pku_round0_00203,0.001,0.6386200116673509,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p07_s03,pku_round0_00203,1e-08,0.700737851911069,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p07_s03,pku_round0_00203,1e-06,0.700737851911069,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p07_s03,pku_round0_00203,0.0001,0.700737851911069,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p07_s03,pku_round0_00203,0.001,0.700737851911069,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p07_s04,pku_round0_00203,1e-08,0.3819112849210294,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p07_s04,pku_round0_00203,1e-06,0.3819112849210294,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p07_s04,pku_round0_00203,0.0001,0.3819112849210294,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p07_s04,pku_round0_00203,0.001,0.3819112849210294,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p08_s00,pku_round0_00209,1e-08,0.41408427500378114,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p08_s00,pku_round0_00209,1e-06,0.41408427500378114,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p08_s00,pku_round0_00209,0.0001,0.41408427500378114,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p08_s00,pku_round0_00209,0.001,0.41408427500378114,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p08_s01,pku_round0_00209,1e-08,0.6637372253311152,"[0.0, 0.25, 0.5]",3,False,False,True,True
f60_a0_p08_s01,pku_round0_00209,1e-06,0.6637372253311152,"[0.0, 0.25, 0.5]",3,False,False,True,True
f60_a0_p08_s01,pku_round0_00209,0.0001,0.6637372253311152,"[0.0, 0.25, 0.5]",3,False,False,True,True
f60_a0_p08_s01,pku_round0_00209,0.001,0.6637372253311152,"[0.0, 0.25, 0.5]",3,False,False,True,True
f60_a0_p08_s02,pku_round0_00209,1e-08,0.6688686990903788,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p08_s02,pku_round0_00209,1e-06,0.6688686990903788,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p08_s02,pku_round0_00209,0.0001,0.6688686990903788,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p08_s02,pku_round0_00209,0.001,0.6688686990903788,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p08_s03,pku_round0_00209,1e-08,0.7616403431065403,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p08_s03,pku_round0_00209,1e-06,0.7616403431065403,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p08_s03,pku_round0_00209,0.0001,0.7616403431065403,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p08_s03,pku_round0_00209,0.001,0.7616403431065403,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p08_s04,pku_round0_00209,1e-08,0.7195082427673228,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p08_s04,pku_round0_00209,1e-06,0.7195082427673228,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p08_s04,pku_round0_00209,0.0001,0.7195082427673228,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p08_s04,pku_round0_00209,0.001,0.7195082427673228,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p09_s00,pku_round0_00217,1e-08,0.5098605319447747,"[0.0, 0.25]",2,False,False,True,True
f60_a0_p09_s00,pku_round0_00217,1e-06,0.5098605319447747,"[0.0, 0.25]",2,False,False,True,True
f60_a0_p09_s00,pku_round0_00217,0.0001,0.5098605319447747,"[0.0, 0.25]",2,False,False,True,True
f60_a0_p09_s00,pku_round0_00217,0.001,0.5098605319447747,"[0.0, 0.25]",2,False,False,True,True
f60_a0_p09_s01,pku_round0_00217,1e-08,0.5197183631138864,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p09_s01,pku_round0_00217,1e-06,0.5197183631138864,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p09_s01,pku_round0_00217,0.0001,0.5197183631138864,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p09_s01,pku_round0_00217,0.001,0.5197183631138864,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p09_s02,pku_round0_00217,1e-08,0.5837267463215436,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p09_s02,pku_round0_00217,1e-06,0.5837267463215436,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p09_s02,pku_round0_00217,0.0001,0.5837267463215436,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p09_s02,pku_round0_00217,0.001,0.5837267463215436,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p09_s03,pku_round0_00217,1e-08,0.6000664390813042,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p09_s03,pku_round0_00217,1e-06,0.6000664390813042,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p09_s03,pku_round0_00217,0.0001,0.6000664390813042,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p09_s03,pku_round0_00217,0.001,0.6000664390813042,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p09_s04,pku_round0_00217,1e-08,0.6646824968130848,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p09_s04,pku_round0_00217,1e-06,0.6646824968130848,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p09_s04,pku_round0_00217,0.0001,0.6646824968130848,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a0_p09_s04,pku_round0_00217,0.001,0.6646824968130848,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
