case_id,method,response_key,cost_score
dg_p003_a4,parm_fixed,114d0a1d3107e6f032a5e3bb1896a59597ca199d766b577816614382e1267772,-11.765625
dg_p003_a4,midpoint,a17d1a54dd32d8951f723abac658142ba87a3d117179f363df9d68043e2fcd90,5.25
dg_p003_a4,disagreement_gate,2be064862fa879a1f97846c83051d528ed488b01332c1a205c1802182c460f26,-8.0546875
dg_p004_a0,base,d3ae82942c8b3f24483de3e46c384edab028e59494c4c26ef63fa2754a57a548,-9.7890625
dg_p004_a0,parm_fixed,a9b8ac33802abe4acdf8596569d457ee6e9dee5202cfa5589cb7648ebe0be9c4,-2.908203125
dg_p004_a0,midpoint,769efeacf63d7dd5c12543c742a853ccc767cb674475b8a05ecd160de1293592,16.8125
dg_p004_a0,disagreement_gate,d3ae82942c8b3f24483de3e46c384edab028e59494c4c26ef63fa2754a57a548,-9.7890625
dg_p004_a1,base,d3ae82942c8b3f24483de3e46c384edab028e59494c4c26ef63fa2754a57a548,-9.7890625
dg_p004_a1,parm_fixed,a9b8ac33802abe4acdf8596569d457ee6e9dee5202cfa5589cb7648ebe0be9c4,-2.908203125
dg_p004_a1,midpoint,ef293dc3106905ee2479c846e2e3126e2cb63fe22b68c6229c6123c92b5aa607,5.6875
dg_p004_a1,disagreement_gate,d3ae82942c8b3f24483de3e46c384edab028e59494c4c26ef63fa2754a57a548,-9.7890625
dg_p004_a2,base,d3ae82942c8b3f24483de3e46c384edab028e59494c4c26ef63fa2754a57a548,-9.7890625
dg_p004_a2,parm_fixed,a9b8ac33802abe4acdf8596569d457ee6e9dee5202cfa5589cb7648ebe0be9c4,-2.908203125
dg_p004_a2,midpoint,2c19535ef87227c6407c1e5e199c696be2c280cd960764c7059e1f4c28c82230,4.95703125
dg_p004_a2,disagreement_gate,d3ae82942c8b3f24483de3e46c384edab028e59494c4c26ef63fa2754a57a548,-9.7890625
dg_p004_a3,base,d3ae82942c8b3f24483de3e46c384edab028e59494c4c26ef63fa2754a57a548,-9.7890625
dg_p004_a3,parm_fixed,a9b8ac33802abe4acdf8596569d457ee6e9dee5202cfa5589cb7648ebe0be9c4,-2.908203125
dg_p004_a3,midpoint,2c19535ef87227c6407c1e5e199c696be2c280cd960764c7059e1f4c28c82230,4.95703125
dg_p004_a3,disagreement_gate,d3ae82942c8b3f24483de3e46c384edab028e59494c4c26ef63fa2754a57a548,-9.7890625
dg_p004_a4,base,d3ae82942c8b3f24483de3e46c384edab028e59494c4c26ef63fa2754a57a548,-9.7890625
dg_p004_a4,parm_fixed,e513780b2c2fdd6c3be1e8edbce4d5463da7bfd201e54dc4dc084edf72ff3ab9,0.2802734375
dg_p004_a4,midpoint,2c19535ef87227c6407c1e5e199c696be2c280cd960764c7059e1f4c28c82230,4.95703125
dg_p004_a4,disagreement_gate,d3ae82942c8b3f24483de3e46c384edab028e59494c4c26ef63fa2754a57a548,-9.7890625
dg_p005_a0,base,9006c2a268f99f857db67fb83f3975cfe9f1c4b057112e87b6c7d4fa118b26b0,23.53125
dg_p005_a0,parm_fixed,59804ebeeccef1be24b8cf341609e79ffe2166a633f03abfa6442d7b2257a2ca,17.3125
dg_p005_a0,midpoint,fe248fb4a5088f5b2fd27d7cf039ffc97471d406b3e54c7ce4d8074f133681ba,10.1640625
dg_p005_a0,disagreement_gate,9006c2a268f99f857db67fb83f3975cfe9f1c4b057112e87b6c7d4fa118b26b0,23.53125
dg_p005_a1,base,9006c2a268f99f857db67fb83f3975cfe9f1c4b057112e87b6c7d4fa118b26b0,23.53125
dg_p005_a1,parm_fixed,59804ebeeccef1be24b8cf341609e79ffe2166a633f03abfa6442d7b2257a2ca,17.3125
dg_p005_a1,midpoint,7f2383c7c2567c03cad3c713ceb330551e39a4efbd5a89cf88082e00ea7514b2,7.03515625
dg_p005_a1,disagreement_gate,9006c2a268f99f857db67fb83f3975cfe9f1c4b057112e87b6c7d4fa118b26b0,23.53125
dg_p005_a2,base,9006c2a268f99f857db67fb83f3975cfe9f1c4b057112e87b6c7d4fa118b26b0,23.53125
dg_p005_a2,parm_fixed,611396dcb64ccef7888c4ef525e6c52485e1e5f78ffbaafb4631d2acbb404aac,15.5703125
dg_p005_a2,midpoint,ccb17a299357d99cceb69b599f8bc6b10b80f358cd69549fcbbc1be3793a00e3,11.7734375
dg_p005_a2,disagreement_gate,9006c2a268f99f857db67fb83f3975cfe9f1c4b057112e87b6c7d4fa118b26b0,23.53125
dg_p005_a3,base,9006c2a268f99f857db67fb83f3975cfe9f1c4b057112e87b6c7d4fa118b26b0,23.53125
dg_p005_a3,parm_fixed,b70f2cc4c79575b3b19747a6ce395fec29c06fa52890d49c0092507f59ba7778,3.015625
dg_p005_a3,midpoint,ccb17a299357d99cceb69b599f8bc6b10b80f358cd69549fcbbc1be3793a00e3,11.7734375
dg_p005_a3,disagreement_gate,9006c2a268f99f857db67fb83f3975cfe9f1c4b057112e87b6c7d4fa118b26b0,23.53125
dg_p005_a4,base,9006c2a268f99f857db67fb83f3975cfe9f1c4b057112e87b6c7d4fa118b26b0,23.53125
dg_p005_a4,parm_fixed,b70f2cc4c79575b3b19747a6ce395fec29c06fa52890d49c0092507f59ba7778,3.015625
dg_p005_a4,midpoint,d6ba611d43427908911cd937cfa9b7c98f4f7ee495e0f0225e305affcd6a3289,12.4453125
dg_p005_a4,disagreement_gate,9006c2a268f99f857db67fb83f3975cfe9f1c4b057112e87b6c7d4fa118b26b0,23.53125
dg_p006_a0,base,fec8b5a93c0d1be52f6783f6d8203160465d45f4aca80a722381e4bc4347e906,-9.4453125
dg_p006_a0,parm_fixed,50a53351fe2b1effdd5dd859d6c145c2e5a645ca88dfed860bb4823f69fe7330,9.2890625
dg_p006_a0,midpoint,94ed0d32a434a0a446a2cd03e5c88802a871e64301f7497591c72562a6821e03,16.5625
dg_p006_a0,disagreement_gate,fec8b5a93c0d1be52f6783f6d8203160465d45f4aca80a722381e4bc4347e906,-9.4453125
dg_p006_a1,base,fec8b5a93c0d1be52f6783f6d8203160465d45f4aca80a722381e4bc4347e906,-9.4453125
dg_p006_a1,parm_fixed,50a53351fe2b1effdd5dd859d6c145c2e5a645ca88dfed860bb4823f69fe7330,9.2890625
dg_p006_a1,midpoint,94ed0d32a434a0a446a2cd03e5c88802a871e64301f7497591c72562a6821e03,16.5625
dg_p006_a1,disagreement_gate,fec8b5a93c0d1be52f6783f6d8203160465d45f4aca80a722381e4bc4347e906,-9.4453125
dg_p006_a2,base,fec8b5a93c0d1be52f6783f6d8203160465d45f4aca80a722381e4bc4347e906,-9.4453125
dg_p006_a2,parm_fixed,215932be0246424f8fb65db7aeebe73ed9c8a93cfcda92ab70ae967ea8d8b365,19.171875
dg_p006_a2,midpoint,642a764be987a9a45229b1519c6ea114915bc6ce838703ad7ee68f1b29b6e851,7.78515625
dg_p006_a2,disagreement_gate,fec8b5a93c0d1be52f6783f6d8203160465d45f4aca80a722381e4bc4347e906,-9.4453125
dg_p006_a3,base,fec8b5a93c0d1be52f6783f6d8203160465d45f4aca80a722381e4bc4347e906,-9.4453125
dg_p006_a3,parm_fixed,5762c16723d21bd83eae2e7d0f9dd0d85220cfdf2f9f5ec2db80a795865bb141,18.09375
dg_p006_a3,midpoint,642a764be987a9a45229b1519c6ea114915bc6ce838703ad7ee68f1b29b6e851,7.78515625
dg_p006_a3,disagreement_gate,fec8b5a93c0d1be52f6783f6d8203160465d45f4aca80a722381e4bc4347e906,-9.4453125
dg_p006_a4,base,fec8b5a93c0d1be52f6783f6d8203160465d45f4aca80a722381e4bc4347e906,-9.4453125
dg_p006_a4,parm_fixed,5762c16723d21bd83eae2e7d0f9dd0d85220cfdf2f9f5ec2db80a795865bb141,18.09375
dg_p006_a4,midpoint,642a764be987a9a45229b1519c6ea114915bc6ce838703ad7ee68f1b29b6e851,7.78515625
dg_p006_a4,disagreement_gate,fec8b5a93c0d1be52f6783f6d8203160465d45f4aca80a722381e4bc4347e906,-9.4453125
dg_p007_a0,base,0232104b22b34737d492e2a540b8c41e8236c111f13f97d73d92a9eb4d11e6b0,4.22265625
dg_p007_a0,parm_fixed,3a46d887a264c43fb1ddb0d7800134e4f2c478f07ba9713b36318c8e04ff8823,7.8046875
dg_p007_a0,midpoint,5b7024dc2812f426d050e2ea75b943c1d7fa0195aa26335c0b52c8380d4cc8b2,19.53125
dg_p007_a0,disagreement_gate,0232104b22b34737d492e2a540b8c41e8236c111f13f97d73d92a9eb4d11e6b0,4.22265625
dg_p007_a1,base,0232104b22b34737d492e2a540b8c41e8236c111f13f97d73d92a9eb4d11e6b0,4.22265625
dg_p007_a1,parm_fixed,921521782b3c8bc8120372ffbba7013746e119c2f3ef52543f9bcc660a9d88d4,12.109375
dg_p007_a1,midpoint,e4982f364c7d6e02a3b6cafd525637a74433c26ba3c73016cd44bd24f48e6981,5.0703125
dg_p007_a1,disagreement_gate,0232104b22b34737d492e2a540b8c41e8236c111f13f97d73d92a9eb4d11e6b0,4.22265625
dg_p007_a2,base,0232104b22b34737d492e2a540b8c41e8236c111f13f97d73d92a9eb4d11e6b0,4.22265625
dg_p007_a2,parm_fixed,921521782b3c8bc8120372ffbba7013746e119c2f3ef52543f9bcc660a9d88d4,12.109375
dg_p007_a2,midpoint,7b65e7841b4a8c3a5e8681468921447a390ac404a94b14d707b26050a147e586,-3.396484375
dg_p007_a2,disagreement_gate,0232104b22b34737d492e2a540b8c41e8236c111f13f97d73d92a9eb4d11e6b0,4.22265625
dg_p007_a3,base,0232104b22b34737d492e2a540b8c41e8236c111f13f97d73d92a9eb4d11e6b0,4.22265625
dg_p007_a3,parm_fixed,9fbb886a7888ba831d8e6a46b883dbfdff84ce31545d3a31694f83ab4dfd98f8,13.9375
dg_p007_a3,midpoint,7a67ef584c8f067aca013b980dec5b9163f2a9dfca014aca242fd788f1ef9e82,-7.4453125
dg_p007_a3,disagreement_gate,0232104b22b34737d492e2a540b8c41e8236c111f13f97d73d92a9eb4d11e6b0,4.22265625
dg_p007_a4,base,0232104b22b34737d492e2a540b8c41e8236c111f13f97d73d92a9eb4d11e6b0,4.22265625
dg_p007_a4,parm_fixed,bf46a1c131e906f239636bb4cc7429ccf7db2f52eac7369e5fe757da3134b057,7.734375
dg_p007_a4,midpoint,7a67ef584c8f067aca013b980dec5b9163f2a9dfca014aca242fd788f1ef9e82,-7.4453125
dg_p007_a4,disagreement_gate,0232104b22b34737d492e2a540b8c41e8236c111f13f97d73d92a9eb4d11e6b0,4.22265625
dg_p008_a0,base,15aa26c9526bb35c1724ad7b3f08ec0fabdeb7c53a7bc5a33e10350a317f9990,11.0546875
dg_p008_a0,parm_fixed,dc6e2978f90e416aae88b99483f07e76a76be05b0d60fcc69317fefe2bcd2ae3,0.33837890625
dg_p008_a0,midpoint,9c7a07ee48f66addca53a0326b708adc1cd12945a69a1d235c279290d61cfc9e,23.96875
dg_p008_a0,disagreement_gate,15aa26c9526bb35c1724ad7b3f08ec0fabdeb7c53a7bc5a33e10350a317f9990,11.0546875
dg_p008_a1,base,15aa26c9526bb35c1724ad7b3f08ec0fabdeb7c53a7bc5a33e10350a317f9990,11.0546875
dg_p008_a1,parm_fixed,42c610eb03add35be77f4d72ef3f518c482edef195d2433980513d364a12363b,4.5078125
dg_p008_a1,midpoint,c76a0ca2d3dd9713c4abf627dd7f4e60f8d9e5f11196686206ddb554a21b2739,11.7109375
dg_p008_a1,disagreement_gate,15aa26c9526bb35c1724ad7b3f08ec0fabdeb7c53a7bc5a33e10350a317f9990,11.0546875
dg_p008_a2,base,15aa26c9526bb35c1724ad7b3f08ec0fabdeb7c53a7bc5a33e10350a317f9990,11.0546875
dg_p008_a2,parm_fixed,ae59e0ba8bdc4d576491a0428276516b6416515b1bf55bad5a2eddcce12c7497,-4.078125
dg_p008_a2,midpoint,c8ffd38a42ba38bbb170e64344bb28d1297d576827267869d8588db248917440,-6.859375
dg_p008_a2,disagreement_gate,15aa26c9526bb35c1724ad7b3f08ec0fabdeb7c53a7bc5a33e10350a317f9990,11.0546875
dg_p008_a3,base,15aa26c9526bb35c1724ad7b3f08ec0fabdeb7c53a7bc5a33e10350a317f9990,11.0546875
dg_p008_a3,parm_fixed,74b6cf7ff6fccce3fbeabf63d9539657dda0e4f31e1aa9f46f928fb16b3da893,7.625
dg_p008_a3,midpoint,8f67f5feb6332c6cd27ce6aee3377a7db8219dd45dbdccbe56b329713875196a,7.78515625
dg_p008_a3,disagreement_gate,15aa26c9526bb35c1724ad7b3f08ec0fabdeb7c53a7bc5a33e10350a317f9990,11.0546875
dg_p008_a4,base,15aa26c9526bb35c1724ad7b3f08ec0fabdeb7c53a7bc5a33e10350a317f9990,11.0546875
dg_p008_a4,parm_fixed,817cd6247b802947ef6f4d46e71ea2c8b0a90e394bf986386238ee8aac80259e,-3.720703125
dg_p008_a4,midpoint,8f67f5feb6332c6cd27ce6aee3377a7db8219dd45dbdccbe56b329713875196a,7.78515625
dg_p008_a4,disagreement_gate,15aa26c9526bb35c1724ad7b3f08ec0fabdeb7c53a7bc5a33e10350a317f9990,11.0546875
dg_p009_a0,base,cdc03c97433b2b708184425941ccfdedee1c5851b4ee9baef407f59daad0ad9e,-5.54296875
dg_p009_a0,parm_fixed,4f7275c206e29a797e03a3d0801251436826b1bf6dfa1fb38d8d14f16d3ae7bf,-1.1845703125
dg_p009_a0,midpoint,e2953c0b1fed4cb29b451724e81f177fc971678373dc99033ddae279c3636c2d,19.078125
dg_p009_a0,disagreement_gate,cdc03c97433b2b708184425941ccfdedee1c5851b4ee9baef407f59daad0ad9e,-5.54296875
dg_p009_a1,base,cdc03c97433b2b708184425941ccfdedee1c5851b4ee9baef407f59daad0ad9e,-5.54296875
dg_p009_a1,parm_fixed,77fce341f58661d5c33484750b89d179f1ef5ad96f03ca18ad83f389a21f6e15,-2.1484375
dg_p009_a1,midpoint,e2953c0b1fed4cb29b451724e81f177fc971678373dc99033ddae279c3636c2d,19.078125
dg_p009_a1,disagreement_gate,cdc03c97433b2b708184425941ccfdedee1c5851b4ee9baef407f59daad0ad9e,-5.54296875
dg_p009_a2,base,cdc03c97433b2b708184425941ccfdedee1c5851b4ee9baef407f59daad0ad9e,-5.54296875
dg_p009_a2,parm_fixed,ea790701d8901c696e8a0e436f013dbe9dadb2dcfb7fcb95871908a36f5ac43c,-6.1015625
dg_p009_a2,midpoint,f5248a6f1c590b00bd1060dbbff355606fe5b7aea3d8644c4a6634adf3738070,-10.59375
dg_p009_a2,disagreement_gate,cdc03c97433b2b708184425941ccfdedee1c5851b4ee9baef407f59daad0ad9e,-5.54296875
dg_p009_a3,base,cdc03c97433b2b708184425941ccfdedee1c5851b4ee9baef407f59daad0ad9e,-5.54296875
dg_p009_a3,parm_fixed,c8631c06ed556db70e2a006cfd76bcee985d0c64bc9f29ce029cc45cc1ac19cc,-1.3876953125
dg_p009_a3,midpoint,f5a32590797af29cf33b5b7e39ffebda9ab130ac0145ba3f993ccac7d1a760c2,-3.80859375
dg_p009_a3,disagreement_gate,cdc03c97433b2b708184425941ccfdedee1c5851b4ee9baef407f59daad0ad9e,-5.54296875
dg_p009_a4,base,cdc03c97433b2b708184425941ccfdedee1c5851b4ee9baef407f59daad0ad9e,-5.54296875
dg_p009_a4,parm_fixed,c8631c06ed556db70e2a006cfd76bcee985d0c64bc9f29ce029cc45cc1ac19cc,-1.3876953125
dg_p009_a4,midpoint,f5a32590797af29cf33b5b7e39ffebda9ab130ac0145ba3f993ccac7d1a760c2,-3.80859375
dg_p009_a4,disagreement_gate,cdc03c97433b2b708184425941ccfdedee1c5851b4ee9baef407f59daad0ad9e,-5.54296875
dg_p010_a0,base,b2a36c48f45556381ebd7251b87c9fd47ef8a1f66841171085788910793f34eb,-4.921875
dg_p010_a0,parm_fixed,361474e66926cdfa9b5a652e484b8c45d1a88512ee69bf86706e01f87851ca72,8.8125
dg_p010_a0,midpoint,2ea90ed7783c6439bd962c08b0ad026a963d539ce0558b665f791e085547e209,1.0927734375
dg_p010_a0,disagreement_gate,b2a36c48f45556381ebd7251b87c9fd47ef8a1f66841171085788910793f34eb,-4.921875
dg_p010_a1,base,b2a36c48f45556381ebd7251b87c9fd47ef8a1f66841171085788910793f34eb,-4.921875
dg_p010_a1,parm_fixed,d33eec13b5961fb0942b6d946fa53df5e687ef74fe297d6f4072269b656f393a,5.1640625
dg_p010_a1,midpoint,2ea90ed7783c6439bd962c08b0ad026a963d539ce0558b665f791e085547e209,1.0927734375
dg_p010_a1,disagreement_gate,b2a36c48f45556381ebd7251b87c9fd47ef8a1f66841171085788910793f34eb,-4.921875
dg_p010_a2,base,b2a36c48f45556381ebd7251b87c9fd47ef8a1f66841171085788910793f34eb,-4.921875
dg_p010_a2,parm_fixed,d33eec13b5961fb0942b6d946fa53df5e687ef74fe297d6f4072269b656f393a,5.1640625
dg_p010_a2,midpoint,2ea90ed7783c6439bd962c08b0ad026a963d539ce0558b665f791e085547e209,1.0927734375
dg_p010_a2,disagreement_gate,b2a36c48f45556381ebd7251b87c9fd47ef8a1f66841171085788910793f34eb,-4.921875
dg_p010_a3,base,b2a36c48f45556381ebd7251b87c9fd47ef8a1f66841171085788910793f34eb,-4.921875
dg_p010_a3,parm_fixed,a0316e4a1cbb5ea8a7cc2800dd4731d9344c419baa4c4399536ec39c86d67cc2,6.06640625
dg_p010_a3,midpoint,2ea90ed7783c6439bd962c08b0ad026a963d539ce0558b665f791e085547e209,1.0927734375
dg_p010_a3,disagreement_gate,b2a36c48f45556381ebd7251b87c9fd47ef8a1f66841171085788910793f34eb,-4.921875
dg_p010_a4,base,b2a36c48f45556381ebd7251b87c9fd47ef8a1f66841171085788910793f34eb,-4.921875
dg_p010_a4,parm_fixed,377ea053efba2f675656efcef3618046f05a17519e34cce69c9793d6656dbd9a,1.0244140625
dg_p010_a4,midpoint,93a97bd06aed7717953b334fd87585ddd793032e536e28728d1140952edc9c03,2.435546875
dg_p010_a4,disagreement_gate,b2a36c48f45556381ebd7251b87c9fd47ef8a1f66841171085788910793f34eb,-4.921875
