alignment_success,coherence,distinct_1,distinct_2,distinct_3,failure_status,generation_length,latency_per_token,legacy_method,method,method_family,perplexity,ppl_degradation,ppl_model_family,ppl_protocol,prompt_id,prompt_sentiment_class,repeated_bigram_rate,repeated_trigram_rate,repeated_unigram_rate,seed,source,target_probability,total_latency
0,0.6470588235294118,0.6296296296296297,0.8846153846153846,0.92,success,32,0.03828667803099961,base_lm,v1_base,v1_rad_scalar_reward,12.767145156860352,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,9126ab90d465282f2bf46642c81cc791,negative,0.11538461538461542,0.07999999999999996,0.37037037037037035,1,read_only_v1_output,0.0006205337704159319,1.2251736969919875
1,0.5357142857142857,0.9032258064516129,1.0,1.0,success,32,0.03598454297025455,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,23.8987979888916,0.8718983527848213,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,9126ab90d465282f2bf46642c81cc791,negative,0.0,0.0,0.09677419354838712,1,read_only_v1_output,0.9987848401069641,1.1515053750481457
0,0.6875,0.5925925925925926,0.7692307692307693,0.8,success,32,0.027149807716341456,best_heuristic,v1_heuristic,v1_rad_scalar_reward,12.206311225891113,-0.04392790432619758,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,9126ab90d465282f2bf46642c81cc791,negative,0.23076923076923073,0.19999999999999996,0.40740740740740744,1,read_only_v1_output,0.0005268231616355479,0.8687938469229266
0,0.5384615384615384,0.6190476190476191,0.75,0.7894736842105263,success,32,0.03263767112366622,learned_router,v1_router,v1_rad_scalar_reward,10.218693733215332,-0.19961012366775072,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,9126ab90d465282f2bf46642c81cc791,negative,0.25,0.21052631578947367,0.38095238095238093,1,read_only_v1_output,0.0012273716274648905,1.0444054759573191
1,0.5,0.6785714285714286,0.9259259259259259,0.9615384615384616,success,32,0.027719531561160693,base_lm,v1_base,v1_rad_scalar_reward,5.093318939208984,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,aa5467deb8b0c3ab50c4429a748919cf,positive,0.07407407407407407,0.038461538461538436,0.3214285714285714,1,read_only_v1_output,0.9980132579803467,0.8870250099571422
1,0.5,0.9230769230769231,1.0,1.0,success,32,0.01743135893411818,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,4.57454776763916,-0.10185326655597023,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,aa5467deb8b0c3ab50c4429a748919cf,positive,0.0,0.0,0.07692307692307687,1,read_only_v1_output,0.9983124732971191,0.5578034858917817
1,0.5,0.8214285714285714,1.0,1.0,success,32,0.020977869906346314,best_heuristic,v1_heuristic,v1_rad_scalar_reward,4.5879693031311035,-0.09921814088405859,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,aa5467deb8b0c3ab50c4429a748919cf,positive,0.0,0.0,0.1785714285714286,1,read_only_v1_output,0.997054934501648,0.671291837003082
1,0.5,0.8214285714285714,1.0,1.0,success,32,0.024627224185678642,learned_router,v1_router,v1_rad_scalar_reward,4.5879693031311035,-0.09921814088405859,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,aa5467deb8b0c3ab50c4429a748919cf,positive,0.0,0.0,0.1785714285714286,1,read_only_v1_output,0.997054934501648,0.7880711739417166
0,0.5416666666666666,1.0,1.0,1.0,success,32,0.02079941587362555,base_lm,v1_base,v1_rad_scalar_reward,15.220698356628418,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,b3d2c493dc41eb862e7461962ce4c0df,neutral,0.0,0.0,0.0,1,read_only_v1_output,0.0016022102208808064,0.6655813079560176
1,0.5227272727272727,0.9565217391304348,1.0,1.0,success,32,0.016776121377915842,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,20.44172477722168,0.3430214762990538,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,b3d2c493dc41eb862e7461962ce4c0df,neutral,0.0,0.0,0.04347826086956519,1,read_only_v1_output,0.9959070682525635,0.536835884093307
1,0.5227272727272727,0.8461538461538461,1.0,1.0,success,32,0.0369496027524292,best_heuristic,v1_heuristic,v1_rad_scalar_reward,22.98324966430664,0.5099996810788732,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,b3d2c493dc41eb862e7461962ce4c0df,neutral,0.0,0.0,0.15384615384615385,1,read_only_v1_output,0.9984833598136902,1.1823872880777344
1,0.5652173913043478,0.8214285714285714,1.0,1.0,success,32,0.03638757549924776,learned_router,v1_router,v1_rad_scalar_reward,16.814903259277344,0.10473927446007562,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,b3d2c493dc41eb862e7461962ce4c0df,neutral,0.0,0.0,0.1785714285714286,1,read_only_v1_output,0.9967997074127197,1.1644024159759283
1,0.5294117647058824,0.6296296296296297,0.9230769230769231,1.0,success,32,0.014784020590013824,,v2_base,v2_autoregressive_sentiment_guide,7.094661627179617,0.0,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,9126ab90d465282f2bf46642c81cc791,negative,0.07692307692307687,0.0,0.37037037037037035,1,stage6_v2_generation,0.9975597858428955,0.4730886588804424
0,0.65,0.4166666666666667,0.7391304347826086,0.8181818181818182,success,32,0.045409262253087945,,v2_fixed,v2_autoregressive_sentiment_guide,3.6326519605002674,-0.48797389482486464,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,9126ab90d465282f2bf46642c81cc791,negative,0.26086956521739135,0.18181818181818177,0.5833333333333333,1,stage6_v2_generation,0.012596177868545055,1.4530963920988142
0,0.65,0.4166666666666667,0.7391304347826086,0.8181818181818182,success,32,0.04690188053064048,,v2_heuristic,v2_autoregressive_sentiment_guide,3.6326519605002674,-0.48797389482486464,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,9126ab90d465282f2bf46642c81cc791,negative,0.26086956521739135,0.18181818181818177,0.5833333333333333,1,stage6_v2_generation,0.012596165761351585,1.5008601769804955
0,0.6,0.5172413793103449,0.6785714285714286,0.7407407407407407,success,32,0.045589251596538816,,taro,v2_autoregressive_sentiment_guide,4.845133731423158,-0.317073317089363,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,9126ab90d465282f2bf46642c81cc791,negative,0.3214285714285714,0.2592592592592593,0.48275862068965514,1,stage6_v2_generation,0.000849817122798413,1.458856051089242
0,0.6,0.5172413793103449,0.6785714285714286,0.7407407407407407,success,32,0.047170556434139144,,v2_state,v2_autoregressive_sentiment_guide,4.845133731423158,-0.317073317089363,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,9126ab90d465282f2bf46642c81cc791,negative,0.3214285714285714,0.2592592592592593,0.48275862068965514,1,stage6_v2_generation,0.0008498183451592922,1.5094578058924526
0,0.6,0.5172413793103449,0.6785714285714286,0.7407407407407407,success,32,0.05398295996565139,,v2_history,v2_autoregressive_sentiment_guide,4.845133731423158,-0.317073317089363,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,9126ab90d465282f2bf46642c81cc791,negative,0.3214285714285714,0.2592592592592593,0.48275862068965514,1,stage6_v2_generation,0.0008498178794980049,1.7274547189008445
0,0.6,0.5172413793103449,0.6785714285714286,0.7407407407407407,success,32,0.04542162243888015,,taro_same_average,v2_autoregressive_sentiment_guide,4.845133731423158,-0.317073317089363,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,9126ab90d465282f2bf46642c81cc791,negative,0.3214285714285714,0.2592592592592593,0.48275862068965514,1,stage6_v2_generation,0.0008498178794980049,1.4534919180441648
0,0.6,0.5172413793103449,0.6785714285714286,0.7407407407407407,success,32,0.0452398821580573,,v2_same_average,v2_autoregressive_sentiment_guide,4.845133731423158,-0.317073317089363,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,9126ab90d465282f2bf46642c81cc791,negative,0.3214285714285714,0.2592592592592593,0.48275862068965514,1,stage6_v2_generation,0.0008498178794980049,1.4476762290578336
0,0.5833333333333334,0.8181818181818182,0.9523809523809523,1.0,success,32,0.014547314909577835,,v2_base,v2_autoregressive_sentiment_guide,4.06258927033223,0.0,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,5f68c8a4fb4d4c45a8ce98c6f04232ce,negative,0.04761904761904767,0.0,0.18181818181818177,1,stage6_v2_generation,0.002337096491828561,0.46551407710649073
0,0.5833333333333334,0.8181818181818182,0.9523809523809523,1.0,success,32,0.04558003165584523,,v2_fixed,v2_autoregressive_sentiment_guide,3.813537384544888,-0.06130373247576054,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,5f68c8a4fb4d4c45a8ce98c6f04232ce,negative,0.04761904761904767,0.0,0.18181818181818177,1,stage6_v2_generation,0.0020514384377747774,1.4585610129870474
0,0.5833333333333334,0.8181818181818182,0.9523809523809523,1.0,success,32,0.04647960534930462,,v2_heuristic,v2_autoregressive_sentiment_guide,4.06258927033223,0.0,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,5f68c8a4fb4d4c45a8ce98c6f04232ce,negative,0.04761904761904767,0.0,0.18181818181818177,1,stage6_v2_generation,0.002337096491828561,1.4873473711777478
0,0.5833333333333334,0.8181818181818182,0.9523809523809523,1.0,success,32,0.04565873371757334,,taro,v2_autoregressive_sentiment_guide,3.8950264626389393,-0.04124532325158929,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,5f68c8a4fb4d4c45a8ce98c6f04232ce,negative,0.04761904761904767,0.0,0.18181818181818177,1,stage6_v2_generation,0.002311257179826498,1.461079478962347
0,0.5833333333333334,0.8181818181818182,0.9523809523809523,1.0,success,32,0.04727310765883885,,v2_state,v2_autoregressive_sentiment_guide,3.8950264626389393,-0.04124532325158929,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,5f68c8a4fb4d4c45a8ce98c6f04232ce,negative,0.04761904761904767,0.0,0.18181818181818177,1,stage6_v2_generation,0.0023112581111490726,1.5127394450828433
0,0.5833333333333334,0.8181818181818182,0.9523809523809523,1.0,success,32,0.05364398466190323,,v2_history,v2_autoregressive_sentiment_guide,3.8950264626389393,-0.04124532325158929,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,5f68c8a4fb4d4c45a8ce98c6f04232ce,negative,0.04761904761904767,0.0,0.18181818181818177,1,stage6_v2_generation,0.0023112581111490726,1.7166075091809034
0,0.5833333333333334,0.8181818181818182,0.9523809523809523,1.0,success,32,0.0454793318422162,,taro_same_average,v2_autoregressive_sentiment_guide,3.8950264626389393,-0.04124532325158929,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,5f68c8a4fb4d4c45a8ce98c6f04232ce,negative,0.04761904761904767,0.0,0.18181818181818177,1,stage6_v2_generation,0.0023112581111490726,1.4553386189509183
0,0.5833333333333334,0.8181818181818182,0.9523809523809523,1.0,success,32,0.045534705655882135,,v2_same_average,v2_autoregressive_sentiment_guide,3.8950264626389393,-0.04124532325158929,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,5f68c8a4fb4d4c45a8ce98c6f04232ce,negative,0.04761904761904767,0.0,0.18181818181818177,1,stage6_v2_generation,0.002311259275302291,1.4571105809882283
0,0.525,0.7142857142857143,0.9259259259259259,0.9615384615384616,success,32,0.014485614286968485,,v2_base,v2_autoregressive_sentiment_guide,3.7010383586573363,0.0,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,b3d2c493dc41eb862e7461962ce4c0df,neutral,0.07407407407407407,0.038461538461538436,0.2857142857142857,1,stage6_v2_generation,0.0018368563614785671,0.4635396571829915
0,0.5,0.6296296296296297,0.7307692307692307,0.8,success,32,0.04546932275115978,,v2_fixed,v2_autoregressive_sentiment_guide,4.385400486743899,0.184910844408226,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,b3d2c493dc41eb862e7461962ce4c0df,neutral,0.2692307692307693,0.19999999999999996,0.37037037037037035,1,stage6_v2_generation,0.0055611818097531796,1.455018328037113
0,0.5454545454545454,0.7857142857142857,0.8888888888888888,0.9230769230769231,success,32,0.04626875527901575,,v2_heuristic,v2_autoregressive_sentiment_guide,4.867338134380028,0.31512771895339187,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,b3d2c493dc41eb862e7461962ce4c0df,neutral,0.11111111111111116,0.07692307692307687,0.2142857142857143,1,stage6_v2_generation,0.0005475956713780761,1.480600168928504
1,0.5,0.6296296296296297,0.8461538461538461,0.92,success,32,0.04592276421317365,,taro,v2_autoregressive_sentiment_guide,7.182341228453485,0.9406286918515203,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,b3d2c493dc41eb862e7461962ce4c0df,neutral,0.15384615384615385,0.07999999999999996,0.37037037037037035,1,stage6_v2_generation,0.9983093738555908,1.4695284548215568
1,0.5,0.5925925925925926,0.8461538461538461,0.92,success,32,0.04755593537265668,,v2_state,v2_autoregressive_sentiment_guide,7.605156251706014,1.054870961798141,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,b3d2c493dc41eb862e7461962ce4c0df,neutral,0.15384615384615385,0.07999999999999996,0.40740740740740744,1,stage6_v2_generation,0.9984024167060852,1.5217899319250137
1,0.5,0.6296296296296297,0.8461538461538461,0.92,success,32,0.05396708968328312,,v2_history,v2_autoregressive_sentiment_guide,7.182341228453485,0.9406286918515203,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,b3d2c493dc41eb862e7461962ce4c0df,neutral,0.15384615384615385,0.07999999999999996,0.37037037037037035,1,stage6_v2_generation,0.9983093738555908,1.7269468698650599
1,0.5,0.6296296296296297,0.8461538461538461,0.92,success,32,0.04531937606225256,,taro_same_average,v2_autoregressive_sentiment_guide,7.182341228453485,0.9406286918515203,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,b3d2c493dc41eb862e7461962ce4c0df,neutral,0.15384615384615385,0.07999999999999996,0.37037037037037035,1,stage6_v2_generation,0.9983093738555908,1.4502200339920819
1,0.5,0.6296296296296297,0.8461538461538461,0.92,success,32,0.045370985062618274,,v2_same_average,v2_autoregressive_sentiment_guide,7.182341228453485,0.9406286918515203,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,b3d2c493dc41eb862e7461962ce4c0df,neutral,0.15384615384615385,0.07999999999999996,0.37037037037037035,1,stage6_v2_generation,0.9983093738555908,1.4518715220037848
0,0.625,0.6666666666666666,0.8275862068965517,0.9285714285714286,success,32,0.01441812649864005,,v2_base,v2_autoregressive_sentiment_guide,4.978062290106456,0.0,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,42efafbd03db17536379fba979bb820f,neutral,0.1724137931034483,0.0714285714285714,0.33333333333333337,1,stage6_v2_generation,0.003570214379578829,0.4613800479564816
1,0.6,0.8333333333333334,0.9655172413793104,1.0,success,32,0.04550558734626975,,v2_fixed,v2_autoregressive_sentiment_guide,3.631602238395967,-0.2704787471997854,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,42efafbd03db17536379fba979bb820f,neutral,0.03448275862068961,0.0,0.16666666666666663,1,stage6_v2_generation,0.9988195300102234,1.456178795080632
0,0.625,0.6666666666666666,0.8275862068965517,0.9285714285714286,success,32,0.046369399497052655,,v2_heuristic,v2_autoregressive_sentiment_guide,4.978062290106456,0.0,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,42efafbd03db17536379fba979bb820f,neutral,0.1724137931034483,0.0714285714285714,0.33333333333333337,1,stage6_v2_generation,0.003570214379578829,1.483820783905685
1,0.5869565217391304,0.8214285714285714,1.0,1.0,success,32,0.0457945550660952,,taro,v2_autoregressive_sentiment_guide,4.162116603932897,-0.16390829174540322,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,42efafbd03db17536379fba979bb820f,neutral,0.0,0.0,0.1785714285714286,1,stage6_v2_generation,0.9989098310470581,1.4654257621150464
1,0.5869565217391304,0.8518518518518519,1.0,1.0,success,32,0.04731196872307919,,v2_state,v2_autoregressive_sentiment_guide,4.38852719620058,-0.11842662055023592,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,42efafbd03db17536379fba979bb820f,neutral,0.0,0.0,0.14814814814814814,1,stage6_v2_generation,0.9989089965820312,1.513982999138534
1,0.5869565217391304,0.8518518518518519,1.0,1.0,success,32,0.053555109654553235,,v2_history,v2_autoregressive_sentiment_guide,4.38852719620058,-0.11842662055023592,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,42efafbd03db17536379fba979bb820f,neutral,0.0,0.0,0.14814814814814814,1,stage6_v2_generation,0.9989089965820312,1.7137635089457035
1,0.5652173913043478,0.8214285714285714,1.0,1.0,success,32,0.045478584346710704,,taro_same_average,v2_autoregressive_sentiment_guide,4.381504535703384,-0.1198373422503546,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,42efafbd03db17536379fba979bb820f,neutral,0.0,0.0,0.1785714285714286,1,stage6_v2_generation,0.9989328980445862,1.4553146990947425
1,0.5869565217391304,0.8518518518518519,1.0,1.0,success,32,0.045390014252916444,,v2_same_average,v2_autoregressive_sentiment_guide,4.38852719620058,-0.11842662055023592,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,42efafbd03db17536379fba979bb820f,neutral,0.0,0.0,0.14814814814814814,1,stage6_v2_generation,0.9989089965820312,1.4524804560933262
1,0.6136363636363636,0.7333333333333333,0.896551724137931,0.9285714285714286,success,32,0.01450448753166711,,v2_base,v2_autoregressive_sentiment_guide,3.3006467434472637,0.0,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,479c43bdfef15b99e19751f52bcc0a9b,positive,0.10344827586206895,0.0714285714285714,0.2666666666666667,1,stage6_v2_generation,0.9982410669326782,0.4641436010133475
1,0.5952380952380952,0.7,0.8275862068965517,0.8571428571428571,success,32,0.04527810659055831,,v2_fixed,v2_autoregressive_sentiment_guide,3.33469821545553,0.010316606003313768,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,479c43bdfef15b99e19751f52bcc0a9b,positive,0.1724137931034483,0.1428571428571429,0.30000000000000004,1,stage6_v2_generation,0.9986051917076111,1.448899410897866
1,0.6136363636363636,0.7333333333333333,0.896551724137931,0.9285714285714286,success,32,0.046409027781919576,,v2_heuristic,v2_autoregressive_sentiment_guide,3.3006467434472637,0.0,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,479c43bdfef15b99e19751f52bcc0a9b,positive,0.10344827586206895,0.0714285714285714,0.2666666666666667,1,stage6_v2_generation,0.9982410669326782,1.4850888890214264
1,0.6428571428571428,0.4827586206896552,0.5714285714285714,0.5925925925925926,success,32,0.045557808844023384,,taro,v2_autoregressive_sentiment_guide,4.414761172596075,0.3375442801810432,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,479c43bdfef15b99e19751f52bcc0a9b,positive,0.4285714285714286,0.40740740740740744,0.5172413793103448,1,stage6_v2_generation,0.9989163875579834,1.4578498830087483
1,0.6470588235294118,0.5666666666666667,0.7241379310344828,0.7857142857142857,success,32,0.04693532425153535,,v2_state,v2_autoregressive_sentiment_guide,6.199278556703803,0.8782011643660926,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,479c43bdfef15b99e19751f52bcc0a9b,positive,0.27586206896551724,0.2142857142857143,0.43333333333333335,1,stage6_v2_generation,0.9989243149757385,1.5019303760491312
1,0.6136363636363636,0.7586206896551724,0.9642857142857143,1.0,success,32,0.05395548703381792,,v2_history,v2_autoregressive_sentiment_guide,8.445224500235048,1.5586574864460294,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,479c43bdfef15b99e19751f52bcc0a9b,positive,0.0357142857142857,0.0,0.24137931034482762,1,stage6_v2_generation,0.9989035129547119,1.7265755850821733
1,0.625,0.5333333333333333,0.6551724137931034,0.6785714285714286,success,32,0.04536160218412988,,taro_same_average,v2_autoregressive_sentiment_guide,4.738456929436133,0.43561468334754005,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,479c43bdfef15b99e19751f52bcc0a9b,positive,0.3448275862068966,0.3214285714285714,0.4666666666666667,1,stage6_v2_generation,0.9989246726036072,1.4515712698921561
1,0.6428571428571428,0.5,0.5925925925925926,0.6153846153846154,success,32,0.04532805756025482,,v2_same_average,v2_autoregressive_sentiment_guide,4.914659904453279,0.4889990618385009,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,479c43bdfef15b99e19751f52bcc0a9b,positive,0.40740740740740744,0.3846153846153846,0.5,1,stage6_v2_generation,0.9989155530929565,1.4504978419281542
1,0.5454545454545454,0.88,1.0,1.0,success,32,0.014602443152398337,,v2_base,v2_autoregressive_sentiment_guide,3.5048176349612516,0.0,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,aa5467deb8b0c3ab50c4429a748919cf,positive,0.0,0.0,0.12,1,stage6_v2_generation,0.9964589476585388,0.4672781808767468
1,0.55,0.8333333333333334,0.9565217391304348,1.0,success,32,0.04562133891158737,,v2_fixed,v2_autoregressive_sentiment_guide,2.9441881534693257,-0.15995967262305907,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,aa5467deb8b0c3ab50c4429a748919cf,positive,0.04347826086956519,0.0,0.16666666666666663,1,stage6_v2_generation,0.9985612034797668,1.459882845170796
1,0.55,0.8,0.9583333333333334,1.0,success,32,0.04638871094357455,,v2_heuristic,v2_autoregressive_sentiment_guide,3.1891278051477627,-0.09007311155491236,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,aa5467deb8b0c3ab50c4429a748919cf,positive,0.04166666666666663,0.0,0.19999999999999996,1,stage6_v2_generation,0.9980292916297913,1.4844387501943856
0,0.5,0.8461538461538461,1.0,1.0,success,32,0.045740381719951984,,taro,v2_autoregressive_sentiment_guide,4.105762499887481,0.17146252031252215,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,aa5467deb8b0c3ab50c4429a748919cf,positive,0.0,0.0,0.15384615384615385,1,stage6_v2_generation,0.0020707498770207167,1.4636922150384635
0,0.5,0.8461538461538461,1.0,1.0,success,32,0.04728297284600558,,v2_state,v2_autoregressive_sentiment_guide,4.105762499887481,0.17146252031252215,v2_gpt2_medium_conditional,continuation_conditional_under_frozen_v2_base,aa5467deb8b0c3ab50c4429a748919cf,positive,0.0,0.0,0.15384615384615385,1,stage6_v2_generation,0.0020707519724965096,1.5130551310721785
