case_id,response_key,cost_score
dense_p01_a17,dd5aff5e352f97a3e9474b67f67489f49c4126a3c2d91b1f4c4bfe064c204287,36.40625
dense_p01_a18,dd5aff5e352f97a3e9474b67f67489f49c4126a3c2d91b1f4c4bfe064c204287,36.40625
dense_p01_a19,dd5aff5e352f97a3e9474b67f67489f49c4126a3c2d91b1f4c4bfe064c204287,36.40625
dense_p01_a20,dd5aff5e352f97a3e9474b67f67489f49c4126a3c2d91b1f4c4bfe064c204287,36.40625
dense_p02_a00,7f190641b6b03d6f4b07a7937222a3ea07048b0d22d65068ed3a986387f48fe4,2.4375
dense_p02_a01,fa146d9bfbe207c7d289506d6637fd9bc2e8df9494d35e6ce6dce9ea0b2301ad,7.15625
dense_p02_a02,fa146d9bfbe207c7d289506d6637fd9bc2e8df9494d35e6ce6dce9ea0b2301ad,7.15625
dense_p02_a03,fa146d9bfbe207c7d289506d6637fd9bc2e8df9494d35e6ce6dce9ea0b2301ad,7.15625
dense_p02_a04,fa146d9bfbe207c7d289506d6637fd9bc2e8df9494d35e6ce6dce9ea0b2301ad,7.15625
dense_p02_a05,fa146d9bfbe207c7d289506d6637fd9bc2e8df9494d35e6ce6dce9ea0b2301ad,7.15625
dense_p02_a06,fa146d9bfbe207c7d289506d6637fd9bc2e8df9494d35e6ce6dce9ea0b2301ad,7.15625
dense_p02_a07,a041b1fe39e1f7c0da71e6f8516ec720434011cb63bdb87ad8c520c1bc0f5a7c,17.578125
dense_p02_a08,a041b1fe39e1f7c0da71e6f8516ec720434011cb63bdb87ad8c520c1bc0f5a7c,17.578125
dense_p02_a09,a041b1fe39e1f7c0da71e6f8516ec720434011cb63bdb87ad8c520c1bc0f5a7c,17.578125
dense_p02_a10,7206bbc7f9718e97971bd9e60c4f124ab34131d5d335219d0725f4e201003acb,4.4140625
dense_p02_a11,9c0336d243b9c56a970075c0d43e0a85160df8837d478cd61b5c425776091a99,9.046875
dense_p02_a12,2788ece0d1d94c78cdd240131335623da9a69249010a72b07c439623e0b0cad3,7.4921875
dense_p02_a13,2788ece0d1d94c78cdd240131335623da9a69249010a72b07c439623e0b0cad3,7.4921875
dense_p02_a14,2788ece0d1d94c78cdd240131335623da9a69249010a72b07c439623e0b0cad3,7.4921875
dense_p02_a15,2788ece0d1d94c78cdd240131335623da9a69249010a72b07c439623e0b0cad3,7.4921875
dense_p02_a16,2788ece0d1d94c78cdd240131335623da9a69249010a72b07c439623e0b0cad3,7.4921875
dense_p02_a17,2788ece0d1d94c78cdd240131335623da9a69249010a72b07c439623e0b0cad3,7.4921875
dense_p02_a18,2788ece0d1d94c78cdd240131335623da9a69249010a72b07c439623e0b0cad3,7.4921875
dense_p02_a19,5c70ad0b412b9fb748f50f3e45cfe5ed6163dfbc73cab5db6f3efe95016383f7,18.5
dense_p02_a20,5c70ad0b412b9fb748f50f3e45cfe5ed6163dfbc73cab5db6f3efe95016383f7,18.5
dense_p03_a00,766daab87358dc6b31b12cffbbf4595a8e4514f147ea55e0bb34be6ceaac18e7,-13.0625
dense_p03_a01,f128b0df044ee978cc328cc596319ffdbf8bdce74921b94ec7ab9103a8521c95,12.6875
dense_p03_a02,f128b0df044ee978cc328cc596319ffdbf8bdce74921b94ec7ab9103a8521c95,12.6875
dense_p03_a03,0c221db6821ce91e35e4a85ef85c03b7313be84a55ac07177d9371406e7a0bf2,9.046875
dense_p03_a04,0c221db6821ce91e35e4a85ef85c03b7313be84a55ac07177d9371406e7a0bf2,9.046875
dense_p03_a05,0c221db6821ce91e35e4a85ef85c03b7313be84a55ac07177d9371406e7a0bf2,9.046875
dense_p03_a06,0c221db6821ce91e35e4a85ef85c03b7313be84a55ac07177d9371406e7a0bf2,9.046875
dense_p03_a07,0d05a5e27b386edf03978326210b58857a5cc74a3e0c822c49f3569ed2d48db5,14.84375
dense_p03_a08,0d05a5e27b386edf03978326210b58857a5cc74a3e0c822c49f3569ed2d48db5,14.84375
dense_p03_a09,0d05a5e27b386edf03978326210b58857a5cc74a3e0c822c49f3569ed2d48db5,14.84375
dense_p03_a10,0d05a5e27b386edf03978326210b58857a5cc74a3e0c822c49f3569ed2d48db5,14.84375
dense_p03_a11,896fa461a37cf65b0e62fc535353adb6d4f94db5880ae9a080b3c96820df20e0,22.375
dense_p03_a12,1703cb95a5e32b3088d2d1edf46cca4eb076f8d018ca357eba4d4b2b0f67c31f,12.0546875
dense_p03_a13,1703cb95a5e32b3088d2d1edf46cca4eb076f8d018ca357eba4d4b2b0f67c31f,12.0546875
dense_p03_a14,57b52092043c549fe6f08343c618c2e5ac099a099b2bfffc744044bdb11775b6,15.8046875
dense_p03_a15,57b52092043c549fe6f08343c618c2e5ac099a099b2bfffc744044bdb11775b6,15.8046875
dense_p03_a16,57b52092043c549fe6f08343c618c2e5ac099a099b2bfffc744044bdb11775b6,15.8046875
dense_p03_a17,e61073abdff85455b99fc2c4fda3fdac436c869e82e5d3cb97a3f7b5c7b05a4f,16.90625
dense_p03_a18,88f4c7f034523da12274e3c0d776f626941a4003a56d42cca0dd342edc76471a,-8.375
dense_p03_a19,88f4c7f034523da12274e3c0d776f626941a4003a56d42cca0dd342edc76471a,-8.375
dense_p03_a20,88f4c7f034523da12274e3c0d776f626941a4003a56d42cca0dd342edc76471a,-8.375
dense_p04_a00,ccf5c70c940782105ff3cf3140ad1a36de4235b8eaae13b1c5d0da7bd140268e,9.515625
dense_p04_a01,ccf5c70c940782105ff3cf3140ad1a36de4235b8eaae13b1c5d0da7bd140268e,9.515625
dense_p04_a02,ccf5c70c940782105ff3cf3140ad1a36de4235b8eaae13b1c5d0da7bd140268e,9.515625
dense_p04_a03,ccf5c70c940782105ff3cf3140ad1a36de4235b8eaae13b1c5d0da7bd140268e,9.515625
dense_p04_a04,ccf5c70c940782105ff3cf3140ad1a36de4235b8eaae13b1c5d0da7bd140268e,9.515625
dense_p04_a05,c5fe43189037dc03a7cde3f066fcc3460277bacd698175f553e441d6eeafef0e,17.890625
dense_p04_a06,c5fe43189037dc03a7cde3f066fcc3460277bacd698175f553e441d6eeafef0e,17.890625
dense_p04_a07,1ef21421fec860b5ad370106cfe23d1abd785560579b4008b50a8768aa2c1341,17.53125
dense_p04_a08,1ef21421fec860b5ad370106cfe23d1abd785560579b4008b50a8768aa2c1341,17.53125
dense_p04_a09,1ef21421fec860b5ad370106cfe23d1abd785560579b4008b50a8768aa2c1341,17.53125
dense_p04_a10,1ef21421fec860b5ad370106cfe23d1abd785560579b4008b50a8768aa2c1341,17.53125
dense_p04_a11,1ef21421fec860b5ad370106cfe23d1abd785560579b4008b50a8768aa2c1341,17.53125
dense_p04_a12,1ef21421fec860b5ad370106cfe23d1abd785560579b4008b50a8768aa2c1341,17.53125
dense_p04_a13,1ef21421fec860b5ad370106cfe23d1abd785560579b4008b50a8768aa2c1341,17.53125
dense_p04_a14,1ef21421fec860b5ad370106cfe23d1abd785560579b4008b50a8768aa2c1341,17.53125
dense_p04_a15,1ef21421fec860b5ad370106cfe23d1abd785560579b4008b50a8768aa2c1341,17.53125
dense_p04_a16,1ef21421fec860b5ad370106cfe23d1abd785560579b4008b50a8768aa2c1341,17.53125
dense_p04_a17,1ef21421fec860b5ad370106cfe23d1abd785560579b4008b50a8768aa2c1341,17.53125
dense_p04_a18,1ef21421fec860b5ad370106cfe23d1abd785560579b4008b50a8768aa2c1341,17.53125
dense_p04_a19,1ef21421fec860b5ad370106cfe23d1abd785560579b4008b50a8768aa2c1341,17.53125
dense_p04_a20,1ef21421fec860b5ad370106cfe23d1abd785560579b4008b50a8768aa2c1341,17.53125
dense_p05_a00,cc3356699115aafa178a50891215dc78c81e89b89943a84f912e5c786e2ae9d8,0.239013671875
dense_p05_a01,cc3356699115aafa178a50891215dc78c81e89b89943a84f912e5c786e2ae9d8,0.239013671875
dense_p05_a02,cc3356699115aafa178a50891215dc78c81e89b89943a84f912e5c786e2ae9d8,0.239013671875
dense_p05_a03,630efdf201717923f3fc57712c7c444b13b8d97c7b7397e2dfb6c2cc40db717e,-5.80859375
dense_p05_a04,53c6cdb57324830e7a35410bdd271eff029890b74cb104d8dae6a0878d20d770,-12.890625
dense_p05_a05,60543f2dd5798b02d02c3160b759b63b8c9fea4e0ae7c45a066eae804b7c7867,-11.6015625
dense_p05_a06,eecf862302d67219a58f5606b191c67dcad5e3717326c8cbc057145dd8d7b8f3,-10.609375
dense_p05_a07,4223dca919971420cdd9e429afbf8ac3438f8e6583ad90381db9d6e97839a3a1,-12.328125
dense_p05_a08,4223dca919971420cdd9e429afbf8ac3438f8e6583ad90381db9d6e97839a3a1,-12.328125
dense_p05_a09,4223dca919971420cdd9e429afbf8ac3438f8e6583ad90381db9d6e97839a3a1,-12.328125
dense_p05_a10,4223dca919971420cdd9e429afbf8ac3438f8e6583ad90381db9d6e97839a3a1,-12.328125
dense_p05_a11,4223dca919971420cdd9e429afbf8ac3438f8e6583ad90381db9d6e97839a3a1,-12.328125
dense_p05_a12,4223dca919971420cdd9e429afbf8ac3438f8e6583ad90381db9d6e97839a3a1,-12.328125
dense_p05_a13,4223dca919971420cdd9e429afbf8ac3438f8e6583ad90381db9d6e97839a3a1,-12.328125
dense_p05_a14,4223dca919971420cdd9e429afbf8ac3438f8e6583ad90381db9d6e97839a3a1,-12.328125
dense_p05_a15,4223dca919971420cdd9e429afbf8ac3438f8e6583ad90381db9d6e97839a3a1,-12.328125
dense_p05_a16,4223dca919971420cdd9e429afbf8ac3438f8e6583ad90381db9d6e97839a3a1,-12.328125
dense_p05_a17,91427708e4125697b33c50d11689d2b023bcf236468bdedd51bdc94e5752c950,-11.984375
dense_p05_a18,91427708e4125697b33c50d11689d2b023bcf236468bdedd51bdc94e5752c950,-11.984375
dense_p05_a19,b83102c559a5b76ac7e9501e59457f0db1ba11effa897fa524d0771d6daf5f5e,-12.03125
dense_p05_a20,47e3579b789259194ddb2fa477c8cb003d89f520ea67a78b03d42acf247ce7c6,-9.828125
dense_p06_a00,5f72fe22bc954178811582908d766b68889c4b15c3c68a8e5bd598d63f359e5b,10.5
dense_p06_a01,5f72fe22bc954178811582908d766b68889c4b15c3c68a8e5bd598d63f359e5b,10.5
dense_p06_a02,5f72fe22bc954178811582908d766b68889c4b15c3c68a8e5bd598d63f359e5b,10.5
dense_p06_a03,5f72fe22bc954178811582908d766b68889c4b15c3c68a8e5bd598d63f359e5b,10.5
dense_p06_a04,5f72fe22bc954178811582908d766b68889c4b15c3c68a8e5bd598d63f359e5b,10.5
dense_p06_a05,e9240ce7a3cf3795a87147c6ed34b4f92bc036ddc28523e3bbbbc05429087187,8.4296875
dense_p06_a06,e9240ce7a3cf3795a87147c6ed34b4f92bc036ddc28523e3bbbbc05429087187,8.4296875
dense_p06_a07,80c2bb0a9c92dbbfeb52e79969327d6dbb2d018dd360949e94924a733df5decb,13.8125
dense_p06_a08,80c2bb0a9c92dbbfeb52e79969327d6dbb2d018dd360949e94924a733df5decb,13.8125
dense_p06_a09,2c84ab20efd9ce5d9e376391446156c5414764a6efba35282a001edab9171808,9.375
dense_p06_a10,2c84ab20efd9ce5d9e376391446156c5414764a6efba35282a001edab9171808,9.375
dense_p06_a11,2c84ab20efd9ce5d9e376391446156c5414764a6efba35282a001edab9171808,9.375
dense_p06_a12,2c84ab20efd9ce5d9e376391446156c5414764a6efba35282a001edab9171808,9.375
dense_p06_a13,beda34273f613cc3c84bded6dd3afe4eaa10b73c045295a7600fa76ab76c0cb5,16.390625
dense_p06_a14,2c84ab20efd9ce5d9e376391446156c5414764a6efba35282a001edab9171808,9.375
dense_p06_a15,beda34273f613cc3c84bded6dd3afe4eaa10b73c045295a7600fa76ab76c0cb5,16.390625
dense_p06_a16,beda34273f613cc3c84bded6dd3afe4eaa10b73c045295a7600fa76ab76c0cb5,16.390625
dense_p06_a17,beda34273f613cc3c84bded6dd3afe4eaa10b73c045295a7600fa76ab76c0cb5,16.390625
dense_p06_a18,beda34273f613cc3c84bded6dd3afe4eaa10b73c045295a7600fa76ab76c0cb5,16.390625
dense_p06_a19,beda34273f613cc3c84bded6dd3afe4eaa10b73c045295a7600fa76ab76c0cb5,16.390625
dense_p06_a20,beda34273f613cc3c84bded6dd3afe4eaa10b73c045295a7600fa76ab76c0cb5,16.390625
dense_p07_a00,fe1f6cbebf603c56b5aba471a12d28b80836d5b1befd81befbab46067022f766,8.5546875
dense_p07_a01,197a1eda4d35f816a8ac38ab916b38084c364eabc60bc772a699b333c7ce19f1,8.625
dense_p07_a02,197a1eda4d35f816a8ac38ab916b38084c364eabc60bc772a699b333c7ce19f1,8.625
dense_p07_a03,197a1eda4d35f816a8ac38ab916b38084c364eabc60bc772a699b333c7ce19f1,8.625
dense_p07_a04,197a1eda4d35f816a8ac38ab916b38084c364eabc60bc772a699b333c7ce19f1,8.625
dense_p07_a05,197a1eda4d35f816a8ac38ab916b38084c364eabc60bc772a699b333c7ce19f1,8.625
dense_p07_a06,197a1eda4d35f816a8ac38ab916b38084c364eabc60bc772a699b333c7ce19f1,8.625
dense_p07_a07,197a1eda4d35f816a8ac38ab916b38084c364eabc60bc772a699b333c7ce19f1,8.625
dense_p07_a08,e00d0a77a1c21905f0e0ff3be325c798f7c8487d09b286aca5f87849eb02c01d,8.25
dense_p07_a09,c320dab0cadd88d4fcea591f7d5b1aae02371bdbdde20dab66cfb62d66832740,7.9375
dense_p07_a10,c320dab0cadd88d4fcea591f7d5b1aae02371bdbdde20dab66cfb62d66832740,7.9375
dense_p07_a11,c320dab0cadd88d4fcea591f7d5b1aae02371bdbdde20dab66cfb62d66832740,7.9375
dense_p07_a12,c320dab0cadd88d4fcea591f7d5b1aae02371bdbdde20dab66cfb62d66832740,7.9375
dense_p07_a13,c320dab0cadd88d4fcea591f7d5b1aae02371bdbdde20dab66cfb62d66832740,7.9375
dense_p07_a14,04b4cbc0f4f919de05645009a3cd88c39a26116e44e70a143b390f6c7a28d6de,9.2734375
dense_p07_a15,04b4cbc0f4f919de05645009a3cd88c39a26116e44e70a143b390f6c7a28d6de,9.2734375
dense_p07_a16,04b4cbc0f4f919de05645009a3cd88c39a26116e44e70a143b390f6c7a28d6de,9.2734375
dense_p07_a17,04b4cbc0f4f919de05645009a3cd88c39a26116e44e70a143b390f6c7a28d6de,9.2734375
dense_p07_a18,04b4cbc0f4f919de05645009a3cd88c39a26116e44e70a143b390f6c7a28d6de,9.2734375
dense_p07_a19,04b4cbc0f4f919de05645009a3cd88c39a26116e44e70a143b390f6c7a28d6de,9.2734375
dense_p07_a20,04b4cbc0f4f919de05645009a3cd88c39a26116e44e70a143b390f6c7a28d6de,9.2734375
dense_p08_a00,cf810825030cfe8f852d7f374fed65b73cab2597935fb9731fbe10f1638159af,2.95703125
dense_p08_a01,cf810825030cfe8f852d7f374fed65b73cab2597935fb9731fbe10f1638159af,2.95703125
dense_p08_a02,0218469648bc47dd213b81d8c9133308b507c930b644bd410887c1976ec55f24,-0.129150390625
dense_p08_a03,4ed45ea687c5e22a232502409d7074deaa49be5105a6a326b1134d9512cd4c68,0.814453125
dense_p08_a04,4ed45ea687c5e22a232502409d7074deaa49be5105a6a326b1134d9512cd4c68,0.814453125
dense_p08_a05,4ed45ea687c5e22a232502409d7074deaa49be5105a6a326b1134d9512cd4c68,0.814453125
dense_p08_a06,b5a9aba8ebb0d20d83006200c1517023f1c2f2df860b01e2147d4129e0b10aad,0.6728515625
dense_p08_a07,2eba9b4e79c789fc28f102b17abb034e0892366ec3e0d1c790d9b05acafc9383,-1.50390625
dense_p08_a08,1fa9aaa32435de38494fc7c87242860884d039384672d5c7558cd0a37bb92c04,1.6025390625
dense_p08_a09,f7082d6448088161b9fdd0720d06a49b21dc82f04d4554729b95c15f0c0cc095,3.3671875
dense_p08_a10,80b66453dc558eded6aef47623a1a54aee75999fdfa4ee8e5fd1b5820f218e6d,4.28515625
dense_p08_a11,80b66453dc558eded6aef47623a1a54aee75999fdfa4ee8e5fd1b5820f218e6d,4.28515625
dense_p08_a12,2bc4d7bb4074be11fe088c68483de5479ebc228bb8aa4eda4d902f28c4e499b4,3.79296875
dense_p08_a13,2bc4d7bb4074be11fe088c68483de5479ebc228bb8aa4eda4d902f28c4e499b4,3.79296875
dense_p08_a14,2bc4d7bb4074be11fe088c68483de5479ebc228bb8aa4eda4d902f28c4e499b4,3.79296875
dense_p08_a15,2bc4d7bb4074be11fe088c68483de5479ebc228bb8aa4eda4d902f28c4e499b4,3.79296875
dense_p08_a16,2bc4d7bb4074be11fe088c68483de5479ebc228bb8aa4eda4d902f28c4e499b4,3.79296875
dense_p08_a17,2bc4d7bb4074be11fe088c68483de5479ebc228bb8aa4eda4d902f28c4e499b4,3.79296875
dense_p08_a18,79ab8a573452322874002b1fe62dcac2e41d6e89ad9bc911199baaa7e035574f,1.09765625
dense_p08_a19,79ab8a573452322874002b1fe62dcac2e41d6e89ad9bc911199baaa7e035574f,1.09765625
dense_p08_a20,79ab8a573452322874002b1fe62dcac2e41d6e89ad9bc911199baaa7e035574f,1.09765625
dense_p09_a00,efeb4aab65e93df1175701b83a2d742f78b17dc4fd3b802000cba9222a685e8b,-10.2890625
dense_p09_a01,efeb4aab65e93df1175701b83a2d742f78b17dc4fd3b802000cba9222a685e8b,-10.2890625
dense_p09_a02,efeb4aab65e93df1175701b83a2d742f78b17dc4fd3b802000cba9222a685e8b,-10.2890625
dense_p09_a03,4d893c6be632403eacee49e11624c2e1f31d742e066a54a391b09c9ab77987c3,-11.328125
dense_p09_a04,3f5764247c92e0c292d189a2c29dacde502b430c54b3ce1c06a98d7d5e571d5f,-10.65625
dense_p09_a05,26caab3f79480d562c066303caa4fde4be090134207ba9935cb8bf3ecf0fcb8a,-5.3828125
dense_p09_a06,26caab3f79480d562c066303caa4fde4be090134207ba9935cb8bf3ecf0fcb8a,-5.3828125
dense_p09_a07,26caab3f79480d562c066303caa4fde4be090134207ba9935cb8bf3ecf0fcb8a,-5.3828125
dense_p09_a08,26caab3f79480d562c066303caa4fde4be090134207ba9935cb8bf3ecf0fcb8a,-5.3828125
dense_p09_a09,bddcbf38df5310b31c3227a4fb29658c60f44fcf627d93802c28d55f810426c6,-5.25390625
dense_p09_a10,673c94eb056a3b8f539eb24ca0457d5a9541d6bbe01f86027241b569dd343176,-8.3125
dense_p09_a11,673c94eb056a3b8f539eb24ca0457d5a9541d6bbe01f86027241b569dd343176,-8.3125
dense_p09_a12,673c94eb056a3b8f539eb24ca0457d5a9541d6bbe01f86027241b569dd343176,-8.3125
dense_p09_a13,673c94eb056a3b8f539eb24ca0457d5a9541d6bbe01f86027241b569dd343176,-8.3125
dense_p09_a14,673c94eb056a3b8f539eb24ca0457d5a9541d6bbe01f86027241b569dd343176,-8.3125
dense_p09_a15,a1415bd91a7527187f7f5adebd770b72b9b88c3a627194b773026a62aced2955,-7.63671875
dense_p09_a16,f957823703a5fd57b696889acbd5776618c28bbbb815c51359ab477d5fca93ab,-5.03125
dense_p09_a17,f957823703a5fd57b696889acbd5776618c28bbbb815c51359ab477d5fca93ab,-5.03125
dense_p09_a18,f957823703a5fd57b696889acbd5776618c28bbbb815c51359ab477d5fca93ab,-5.03125
dense_p09_a19,c232d891ec4ebdad945d64576ca69cd26e65339b2cffcb53474694e66aeebf2f,1.3935546875
dense_p09_a20,c232d891ec4ebdad945d64576ca69cd26e65339b2cffcb53474694e66aeebf2f,1.3935546875
dense_p10_a00,80fe4af308fde6eb7cae8f340b741fca2a95fc54850ed67fd1107187956f8bcf,-6.90234375
dense_p10_a01,80fe4af308fde6eb7cae8f340b741fca2a95fc54850ed67fd1107187956f8bcf,-6.90234375
dense_p10_a02,80fe4af308fde6eb7cae8f340b741fca2a95fc54850ed67fd1107187956f8bcf,-6.90234375
dense_p10_a03,80fe4af308fde6eb7cae8f340b741fca2a95fc54850ed67fd1107187956f8bcf,-6.90234375
dense_p10_a04,80fe4af308fde6eb7cae8f340b741fca2a95fc54850ed67fd1107187956f8bcf,-6.90234375
dense_p10_a05,80fe4af308fde6eb7cae8f340b741fca2a95fc54850ed67fd1107187956f8bcf,-6.90234375
dense_p10_a06,80fe4af308fde6eb7cae8f340b741fca2a95fc54850ed67fd1107187956f8bcf,-6.90234375
dense_p10_a07,80fe4af308fde6eb7cae8f340b741fca2a95fc54850ed67fd1107187956f8bcf,-6.90234375
dense_p10_a08,80fe4af308fde6eb7cae8f340b741fca2a95fc54850ed67fd1107187956f8bcf,-6.90234375
dense_p10_a09,80fe4af308fde6eb7cae8f340b741fca2a95fc54850ed67fd1107187956f8bcf,-6.90234375
dense_p10_a10,80fe4af308fde6eb7cae8f340b741fca2a95fc54850ed67fd1107187956f8bcf,-6.90234375
dense_p10_a11,07f29d8f8ffd2e83fc57e98716cf7645593a4af54336fa93e1e166d8aaf4d7f8,-5.2421875
dense_p10_a12,07f29d8f8ffd2e83fc57e98716cf7645593a4af54336fa93e1e166d8aaf4d7f8,-5.2421875
dense_p10_a13,07f29d8f8ffd2e83fc57e98716cf7645593a4af54336fa93e1e166d8aaf4d7f8,-5.2421875
dense_p10_a14,07f29d8f8ffd2e83fc57e98716cf7645593a4af54336fa93e1e166d8aaf4d7f8,-5.2421875
dense_p10_a15,07f29d8f8ffd2e83fc57e98716cf7645593a4af54336fa93e1e166d8aaf4d7f8,-5.2421875
dense_p10_a16,07f29d8f8ffd2e83fc57e98716cf7645593a4af54336fa93e1e166d8aaf4d7f8,-5.2421875
dense_p10_a17,353f1c763a6486596848d6647eea60fac12f2753c0a869ae76efebb471dd07d2,-6.3046875
dense_p10_a18,51f4c4c633750f68729b70fb16ce36136e19000d06b8acb6c96403149cdcfb8d,6.53515625
dense_p10_a19,51f4c4c633750f68729b70fb16ce36136e19000d06b8acb6c96403149cdcfb8d,6.53515625
dense_p10_a20,51f4c4c633750f68729b70fb16ce36136e19000d06b8acb6c96403149cdcfb8d,6.53515625
dense_p11_a00,6f98eaf4b15e14e6b55394aecf0d0b67176c625aea70bb27bbb89a4d6324983a,6.38671875
dense_p11_a01,c3b43a172c3e975dec1a7e67ed09d056cd495f570be44e6ce8bcbbadb0e391f1,6.24609375
dense_p11_a02,c3b43a172c3e975dec1a7e67ed09d056cd495f570be44e6ce8bcbbadb0e391f1,6.24609375
dense_p11_a03,c3b43a172c3e975dec1a7e67ed09d056cd495f570be44e6ce8bcbbadb0e391f1,6.24609375
dense_p11_a04,c3b43a172c3e975dec1a7e67ed09d056cd495f570be44e6ce8bcbbadb0e391f1,6.24609375
dense_p11_a05,c3b43a172c3e975dec1a7e67ed09d056cd495f570be44e6ce8bcbbadb0e391f1,6.24609375
dense_p11_a06,80f4e551f59a6438f5c6c2c6465941b515545ed4a6ea3903d0f3efe743b6b169,5.06640625
dense_p11_a07,ae87104f0094ab0aa12df8c0f1dc200535a09fffdd29925d31569f060285a35d,6.16796875
dense_p11_a08,ae87104f0094ab0aa12df8c0f1dc200535a09fffdd29925d31569f060285a35d,6.16796875
dense_p11_a09,ae87104f0094ab0aa12df8c0f1dc200535a09fffdd29925d31569f060285a35d,6.16796875
dense_p11_a10,ae87104f0094ab0aa12df8c0f1dc200535a09fffdd29925d31569f060285a35d,6.16796875
dense_p11_a11,ae87104f0094ab0aa12df8c0f1dc200535a09fffdd29925d31569f060285a35d,6.16796875
dense_p11_a12,ae87104f0094ab0aa12df8c0f1dc200535a09fffdd29925d31569f060285a35d,6.16796875
dense_p11_a13,ae87104f0094ab0aa12df8c0f1dc200535a09fffdd29925d31569f060285a35d,6.16796875
